Date,Home/Neutral,PTS,PTS.1,Unnamed: 5,Visitor/Neutral,link,no_box
"Fri, Jul 25, 2008",New York Liberty,68,69,Box Score,Los Angeles Sparks,/wnba/boxscores/200807250NYL.html,
"Fri, Jul 25, 2008",Phoenix Mercury,80,94,Box Score,Seattle Storm,/wnba/boxscores/200807250PHO.html,
"Sat, Jul 26, 2008",Houston Comets,65,79,Box Score,Chicago Sky,/wnba/boxscores/200807260HOU.html,
"Sat, Jul 26, 2008",Sacramento Monarchs,62,70,Box Score,Indiana Fever,/wnba/boxscores/200807260SAC.html,
"Sun, Jul 27, 2008",Atlanta Dream,86,76,Box Score,New York Liberty,/wnba/boxscores/200807270ATL.html,
"Sun, Jul 27, 2008",Detroit Shock,76,64,Box Score,San Antonio Silver Stars,/wnba/boxscores/200807270DET.html,
"Sun, Jul 27, 2008",Minnesota Lynx,92,84,Box Score,Los Angeles Sparks,/wnba/boxscores/200807270MIN.html,
"Sun, Jul 27, 2008",Phoenix Mercury,88,84,Box Score,Indiana Fever,/wnba/boxscores/200807270PHO.html,
"Sun, Jul 27, 2008",Seattle Storm,71,77,Box Score,Sacramento Monarchs,/wnba/boxscores/200807270SEA.html,
"Sun, Jul 27, 2008",Washington Mystics,82,60,Box Score,Connecticut Sun,/wnba/boxscores/200807270WAS.html,
"Thu, Aug 28, 2008",Indiana Fever,84,58,Box Score,Connecticut Sun,/wnba/boxscores/200808280IND.html,
"Thu, Aug 28, 2008",Los Angeles Sparks,63,78,Box Score,Sacramento Monarchs,/wnba/boxscores/200808280LAS.html,
"Thu, Aug 28, 2008",New York Liberty,69,60,Box Score,Chicago Sky,/wnba/boxscores/200808280NYL.html,
"Thu, Aug 28, 2008",Phoenix Mercury,77,55,Box Score,San Antonio Silver Stars,/wnba/boxscores/200808280PHO.html,
"Thu, Aug 28, 2008",Seattle Storm,49,66,Box Score,Houston Comets,/wnba/boxscores/200808280SEA.html,
"Fri, Aug 29, 2008",Atlanta Dream,98,72,Box Score,Connecticut Sun,/wnba/boxscores/200808290ATL.html,
"Fri, Aug 29, 2008",Detroit Shock,69,83,Box Score,New York Liberty,/wnba/boxscores/200808290DET.html,
"Fri, Aug 29, 2008",Washington Mystics,79,75,Box Score,Chicago Sky,/wnba/boxscores/200808290WAS.html,
"Sat, Aug 30, 2008",Indiana Fever,72,87,Box Score,Atlanta Dream,/wnba/boxscores/200808300IND.html,
"Sat, Aug 30, 2008",Los Angeles Sparks,53,58,Box Score,San Antonio Silver Stars,/wnba/boxscores/200808300LAS.html,
"Sat, Aug 30, 2008",Minnesota Lynx,78,92,Box Score,Washington Mystics,/wnba/boxscores/200808300MIN.html,
"Sat, Aug 30, 2008",Sacramento Monarchs,65,80,Box Score,Houston Comets,/wnba/boxscores/200808300SAC.html,
"Sun, Aug 31, 2008",Chicago Sky,81,82,Box Score,Detroit Shock,/wnba/boxscores/200808310CHI.html,
"Sun, Aug 31, 2008",Connecticut Sun,76,80,Box Score,Seattle Storm,/wnba/boxscores/200808310CON.html,
"Mon, Sep 1, 2008",Los Angeles Sparks,58,82,Box Score,Minnesota Lynx,/wnba/boxscores/200809010LAS.html,
"Tue, Sep 2, 2008",Atlanta Dream,83,69,Box Score,Seattle Storm,/wnba/boxscores/200809020ATL.html,
"Tue, Sep 2, 2008",Houston Comets,90,87,Box Score,New York Liberty,/wnba/boxscores/200809020HOU.html,
"Tue, Sep 2, 2008",Washington Mystics,79,68,Box Score,Indiana Fever,/wnba/boxscores/200809020WAS.html,
"Wed, Sep 3, 2008",Phoenix Mercury,96,103,Box Score,Minnesota Lynx,/wnba/boxscores/200809030PHO.html,
"Thu, Sep 4, 2008",Chicago Sky,70,62,Box Score,Seattle Storm,/wnba/boxscores/200809040CHI.html,
"Fri, Sep 5, 2008",Connecticut Sun,75,80,Box Score,Chicago Sky,/wnba/boxscores/200809050CON.html,
"Fri, Sep 5, 2008",Detroit Shock,68,90,Box Score,Indiana Fever,/wnba/boxscores/200809050DET.html,
"Fri, Sep 5, 2008",New York Liberty,71,82,Box Score,Atlanta Dream,/wnba/boxscores/200809050NYL.html,
"Fri, Sep 5, 2008",Phoenix Mercury,69,81,Box Score,Sacramento Monarchs,/wnba/boxscores/200809050PHO.html,
"Fri, Sep 5, 2008",San Antonio Silver Stars,58,76,Box Score,Los Angeles Sparks,/wnba/boxscores/200809050SAN.html,
"Sat, Sep 6, 2008",Houston Comets,84,66,Box Score,Los Angeles Sparks,/wnba/boxscores/200809060HOU.html,
"Sat, Sep 6, 2008",Seattle Storm,88,96,Box Score,Minnesota Lynx,/wnba/boxscores/200809060SEA.html,
"Sat, Sep 6, 2008",Washington Mystics,84,69,Box Score,Detroit Shock,/wnba/boxscores/200809060WAS.html,
"Sun, Sep 7, 2008",Connecticut Sun,85,73,Box Score,San Antonio Silver Stars,/wnba/boxscores/200809070CON.html,
"Sun, Sep 7, 2008",New York Liberty,61,69,Box Score,Chicago Sky,/wnba/boxscores/200809070NYL.html,
"Sun, Sep 7, 2008",Phoenix Mercury,74,99,Box Score,Houston Comets,/wnba/boxscores/200809070PHO.html,
"Sun, Sep 7, 2008",Sacramento Monarchs,71,78,Box Score,Minnesota Lynx,/wnba/boxscores/200809070SAC.html,
"Mon, Sep 8, 2008",Atlanta Dream,81,77,Box Score,Indiana Fever,/wnba/boxscores/200809080ATL.html,
"Tue, Sep 9, 2008",Chicago Sky,59,78,Box Score,Washington Mystics,/wnba/boxscores/200809090CHI.html,
"Tue, Sep 9, 2008",Detroit Shock,78,89,Box Score,Phoenix Mercury,/wnba/boxscores/200809090DET.html,
"Tue, Sep 9, 2008",Houston Comets,68,75,Box Score,Connecticut Sun,/wnba/boxscores/200809090HOU.html,
"Tue, Sep 9, 2008",Minnesota Lynx,76,86,Box Score,Indiana Fever,/wnba/boxscores/200809090MIN.html,
"Tue, Sep 9, 2008",New York Liberty,82,76,Box Score,San Antonio Silver Stars,/wnba/boxscores/200809090NYL.html,
"Tue, Sep 9, 2008",Sacramento Monarchs,74,77,Box Score,Seattle Storm,/wnba/boxscores/200809090SAC.html,
"Thu, Sep 11, 2008",Detroit Shock,66,78,Box Score,Washington Mystics,/wnba/boxscores/200809110DET.html,
"Thu, Sep 11, 2008",Indiana Fever,59,74,Box Score,New York Liberty,/wnba/boxscores/200809110IND.html,
"Thu, Sep 11, 2008",Los Angeles Sparks,83,72,Box Score,Atlanta Dream,/wnba/boxscores/200809110LAS.html,
"Thu, Sep 11, 2008",San Antonio Silver Stars,74,78,Box Score,Connecticut Sun,/wnba/boxscores/200809110SAN.html,
"Fri, Sep 12, 2008",Chicago Sky,69,62,Box Score,New York Liberty,/wnba/boxscores/200809120CHI.html,
"Fri, Sep 12, 2008",Minnesota Lynx,96,87,Box Score,Phoenix Mercury,/wnba/boxscores/200809120MIN.html,
"Fri, Sep 12, 2008",Seattle Storm,72,77,Box Score,Atlanta Dream,/wnba/boxscores/200809120SEA.html,
"Sat, Sep 13, 2008",Connecticut Sun,81,87,Box Score,Washington Mystics,/wnba/boxscores/200809130CON.html,
"Sat, Sep 13, 2008",San Antonio Silver Stars,69,77,Box Score,Sacramento Monarchs,/wnba/boxscores/200809130SAN.html,
"Sun, Sep 14, 2008",Chicago Sky,79,76,Box Score,Houston Comets,/wnba/boxscores/200809140CHI.html,
"Sun, Sep 14, 2008",Indiana Fever,89,103,Box Score,Phoenix Mercury,/wnba/boxscores/200809140IND.html,
"Sun, Sep 14, 2008",Los Angeles Sparks,48,65,Box Score,Seattle Storm,/wnba/boxscores/200809140LAS.html,
"Sun, Sep 14, 2008",New York Liberty,61,59,Box Score,Detroit Shock,/wnba/boxscores/200809140NYL.html,
"Sun, Sep 14, 2008",Washington Mystics,96,70,Box Score,Minnesota Lynx,/wnba/boxscores/200809140WAS.html,
"Mon, Sep 15, 2008",Houston Comets,81,90,Box Score,Sacramento Monarchs,/wnba/boxscores/200809150HOU.html,
"Thu, Sep 18, 2008",New York Liberty,63,72,Box Score,Connecticut Sun,/wnba/boxscores/200809180NYL.html,
"Thu, Sep 18, 2008",Sacramento Monarchs,85,78,Box Score,San Antonio Silver Stars,/wnba/boxscores/200809180SAC.html,
"Fri, Sep 19, 2008",Indiana Fever,81,72,Box Score,Detroit Shock,/wnba/boxscores/200809190IND.html,
"Fri, Sep 19, 2008",Los Angeles Sparks,69,77,Box Score,Seattle Storm,/wnba/boxscores/200809190LAS.html,
"Sat, Sep 20, 2008",Connecticut Sun,70,73,Box Score,New York Liberty,/wnba/boxscores/200809200CON.html,
"Sat, Sep 20, 2008",San Antonio Silver Stars,84,67,Box Score,Sacramento Monarchs,/wnba/boxscores/200809200SAN.html,
"Sun, Sep 21, 2008",Detroit Shock,89,82,Box Score,Indiana Fever,/wnba/boxscores/200809210DET.html,
"Sun, Sep 21, 2008",Seattle Storm,50,64,Box Score,Los Angeles Sparks,/wnba/boxscores/200809210SEA.html,
"Mon, Sep 22, 2008",Connecticut Sun,66,62,Box Score,New York Liberty,/wnba/boxscores/200809220CON.html,
"Mon, Sep 22, 2008",San Antonio Silver Stars,81,86,Box Score,Sacramento Monarchs,/wnba/boxscores/200809220SAN.html,
"Tue, Sep 23, 2008",Detroit Shock,61,80,Box Score,Indiana Fever,/wnba/boxscores/200809230DET.html,
"Tue, Sep 23, 2008",Seattle Storm,71,64,Box Score,Los Angeles Sparks,/wnba/boxscores/200809230SEA.html,
"Thu, Sep 25, 2008",Los Angeles Sparks,70,85,Box Score,San Antonio Silver Stars,/wnba/boxscores/200809250LAS.html,
"Fri, Sep 26, 2008",New York Liberty,56,60,Box Score,Detroit Shock,/wnba/boxscores/200809260NYL.html,
"Sat, Sep 27, 2008",San Antonio Silver Stars,66,67,Box Score,Los Angeles Sparks,/wnba/boxscores/200809270SAN.html,
"Sun, Sep 28, 2008",Detroit Shock,55,64,Box Score,New York Liberty,/wnba/boxscores/200809280DET.html,
"Sun, Sep 28, 2008",San Antonio Silver Stars,72,76,Box Score,Los Angeles Sparks,/wnba/boxscores/200809280SAN.html,
"Mon, Sep 29, 2008",Detroit Shock,73,75,Box Score,New York Liberty,/wnba/boxscores/200809290DET.html,
"Wed, Oct 1, 2008",San Antonio Silver Stars,77,69,Box Score,Detroit Shock,/wnba/boxscores/200810010SAN.html,
"Fri, Oct 3, 2008",San Antonio Silver Stars,69,61,Box Score,Detroit Shock,/wnba/boxscores/200810030SAN.html,
"Sun, Oct 5, 2008",Detroit Shock,60,76,Box Score,San Antonio Silver Stars,/wnba/boxscores/200810050DET.html,
"Sat, Jun 6, 2009",Atlanta Dream,86,87,Box Score,Indiana Fever,/wnba/boxscores/200906060ATL.html,
"Sat, Jun 6, 2009",Connecticut Sun,82,70,Box Score,Washington Mystics,/wnba/boxscores/200906060CON.html,
"Sat, Jun 6, 2009",Los Angeles Sparks,58,78,Box Score,Detroit Shock,/wnba/boxscores/200906060LAS.html,
"Sat, Jun 6, 2009",Minnesota Lynx,85,102,Box Score,Chicago Sky,/wnba/boxscores/200906060MIN.html,
"Sat, Jun 6, 2009",Phoenix Mercury,79,90,Box Score,San Antonio Silver Stars,/wnba/boxscores/200906060PHO.html,
"Sat, Jun 6, 2009",Sacramento Monarchs,71,61,Box Score,Seattle Storm,/wnba/boxscores/200906060SAC.html,
"Sun, Jun 7, 2009",Indiana Fever,96,74,Box Score,Minnesota Lynx,/wnba/boxscores/200906070IND.html,
"Sun, Jun 7, 2009",New York Liberty,66,57,Box Score,Connecticut Sun,/wnba/boxscores/200906070NYL.html,
"Sun, Jun 7, 2009",Seattle Storm,70,80,Box Score,Sacramento Monarchs,/wnba/boxscores/200906070SEA.html,
"Sun, Jun 7, 2009",Washington Mystics,71,77,Box Score,Atlanta Dream,/wnba/boxscores/200906070WAS.html,
"Mon, Jun 8, 2009",Detroit Shock,52,81,Box Score,Los Angeles Sparks,/wnba/boxscores/200906080DET.html,
"Tue, Jun 9, 2009",Indiana Fever,66,73,Box Score,Seattle Storm,/wnba/boxscores/200906090IND.html,
"Wed, Jun 10, 2009",Detroit Shock,75,69,Box Score,Washington Mystics,/wnba/boxscores/200906100DET.html,
"Wed, Jun 10, 2009",Minnesota Lynx,76,87,Box Score,Los Angeles Sparks,/wnba/boxscores/200906100MIN.html,
"Wed, Jun 10, 2009",Phoenix Mercury,84,91,Box Score,New York Liberty,/wnba/boxscores/200906100PHO.html,
"Fri, Jun 12, 2009",Chicago Sky,73,81,Box Score,Atlanta Dream,/wnba/boxscores/200906120CHI.html,
"Fri, Jun 12, 2009",Indiana Fever,61,73,Box Score,Los Angeles Sparks,/wnba/boxscores/200906120IND.html,
"Fri, Jun 12, 2009",Minnesota Lynx,88,71,Box Score,Seattle Storm,/wnba/boxscores/200906120MIN.html,
"Fri, Jun 12, 2009",Sacramento Monarchs,71,90,Box Score,Phoenix Mercury,/wnba/boxscores/200906120SAC.html,
"Sat, Jun 13, 2009",Phoenix Mercury,104,115,Box Score,Sacramento Monarchs,/wnba/boxscores/200906130PHO.html,
"Sat, Jun 13, 2009",San Antonio Silver Stars,60,63,Box Score,New York Liberty,/wnba/boxscores/200906130SAN.html,
"Sun, Jun 14, 2009",Chicago Sky,57,64,Box Score,Seattle Storm,/wnba/boxscores/200906140CHI.html,
"Sun, Jun 14, 2009",Connecticut Sun,67,62,Box Score,Atlanta Dream,/wnba/boxscores/200906140CON.html,
"Tue, Jun 16, 2009",Chicago Sky,75,78,Box Score,Connecticut Sun,/wnba/boxscores/200906160CHI.html,
"Tue, Jun 16, 2009",Sacramento Monarchs,86,83,Box Score,Minnesota Lynx,/wnba/boxscores/200906160SAC.html,
"Wed, Jun 17, 2009",Phoenix Mercury,80,104,Box Score,Minnesota Lynx,/wnba/boxscores/200906170PHO.html,
"Fri, Jun 19, 2009",Atlanta Dream,81,93,Box Score,Washington Mystics,/wnba/boxscores/200906190ATL.html,
"Fri, Jun 19, 2009",Connecticut Sun,61,91,Box Score,Chicago Sky,/wnba/boxscores/200906190CON.html,
"Fri, Jun 19, 2009",Detroit Shock,66,54,Box Score,Indiana Fever,/wnba/boxscores/200906190DET.html,
"Fri, Jun 19, 2009",New York Liberty,61,77,Box Score,San Antonio Silver Stars,/wnba/boxscores/200906190NYL.html,
"Fri, Jun 19, 2009",Phoenix Mercury,80,89,Box Score,Los Angeles Sparks,/wnba/boxscores/200906190PHO.html,
"Fri, Jun 19, 2009",Seattle Storm,62,90,Box Score,Minnesota Lynx,/wnba/boxscores/200906190SEA.html,
"Sat, Jun 20, 2009",Washington Mystics,72,81,Box Score,Chicago Sky,/wnba/boxscores/200906200WAS.html,
"Sun, Jun 21, 2009",Atlanta Dream,93,81,Box Score,New York Liberty,/wnba/boxscores/200906210ATL.html,
"Sun, Jun 21, 2009",Connecticut Sun,58,71,Box Score,San Antonio Silver Stars,/wnba/boxscores/200906210CON.html,
"Sun, Jun 21, 2009",Indiana Fever,70,82,Box Score,Detroit Shock,/wnba/boxscores/200906210IND.html,
"Sun, Jun 21, 2009",Los Angeles Sparks,47,67,Box Score,Sacramento Monarchs,/wnba/boxscores/200906210LAS.html,
"Sun, Jun 21, 2009",Phoenix Mercury,93,84,Box Score,Seattle Storm,/wnba/boxscores/200906210PHO.html,
"Tue, Jun 23, 2009",Atlanta Dream,99,98,Box Score,Chicago Sky,/wnba/boxscores/200906230ATL.html,
"Tue, Jun 23, 2009",Minnesota Lynx,57,69,Box Score,New York Liberty,/wnba/boxscores/200906230MIN.html,
"Tue, Jun 23, 2009",San Antonio Silver Stars,87,91,Box Score,Phoenix Mercury,/wnba/boxscores/200906230SAN.html,
"Thu, Jun 25, 2009",Washington Mystics,93,87,Box Score,Phoenix Mercury,/wnba/boxscores/200906250WAS.html,
"Fri, Jun 26, 2009",Atlanta Dream,86,96,Box Score,Detroit Shock,/wnba/boxscores/200906260ATL.html,
"Fri, Jun 26, 2009",New York Liberty,82,81,Box Score,Indiana Fever,/wnba/boxscores/200906260NYL.html,
"Fri, Jun 26, 2009",San Antonio Silver Stars,52,62,Box Score,Sacramento Monarchs,/wnba/boxscores/200906260SAN.html,
"Fri, Jun 26, 2009",Seattle Storm,67,69,Box Score,Los Angeles Sparks,/wnba/boxscores/200906260SEA.html,
"Sat, Jun 27, 2009",Chicago Sky,63,68,Box Score,Washington Mystics,/wnba/boxscores/200906270CHI.html,
"Sat, Jun 27, 2009",Connecticut Sun,68,82,Box Score,Atlanta Dream,/wnba/boxscores/200906270CON.html,
"Sat, Jun 27, 2009",Indiana Fever,54,63,Box Score,New York Liberty,/wnba/boxscores/200906270IND.html,
"Sat, Jun 27, 2009",Minnesota Lynx,80,109,Box Score,Phoenix Mercury,/wnba/boxscores/200906270MIN.html,
"Sun, Jun 28, 2009",Detroit Shock,72,86,Box Score,Sacramento Monarchs,/wnba/boxscores/200906280DET.html,
"Sun, Jun 28, 2009",Los Angeles Sparks,55,82,Box Score,Seattle Storm,/wnba/boxscores/200906280LAS.html,
"Tue, Jun 30, 2009",Atlanta Dream,91,85,Box Score,Minnesota Lynx,/wnba/boxscores/200906300ATL.html,
"Tue, Jun 30, 2009",Chicago Sky,72,74,Box Score,Sacramento Monarchs,/wnba/boxscores/200906300CHI.html,
"Tue, Jun 30, 2009",San Antonio Silver Stars,84,82,Box Score,Washington Mystics,/wnba/boxscores/200906300SAN.html,
"Wed, Jul 1, 2009",Phoenix Mercury,81,93,Box Score,Seattle Storm,/wnba/boxscores/200907010PHO.html,
"Thu, Jul 2, 2009",Indiana Fever,53,67,Box Score,Connecticut Sun,/wnba/boxscores/200907020IND.html,
"Thu, Jul 2, 2009",Minnesota Lynx,74,68,Box Score,Sacramento Monarchs,/wnba/boxscores/200907020MIN.html,
"Thu, Jul 2, 2009",New York Liberty,64,80,Box Score,Detroit Shock,/wnba/boxscores/200907020NYL.html,
"Fri, Jul 3, 2009",Atlanta Dream,65,72,Box Score,Washington Mystics,/wnba/boxscores/200907030ATL.html,
"Fri, Jul 3, 2009",San Antonio Silver Stars,72,85,Box Score,Chicago Sky,/wnba/boxscores/200907030SAN.html,
"Sun, Jul 5, 2009",Detroit Shock,95,92,Box Score,Connecticut Sun,/wnba/boxscores/200907050DET.html,
"Sun, Jul 5, 2009",Indiana Fever,74,78,Box Score,Atlanta Dream,/wnba/boxscores/200907050IND.html,
"Sun, Jul 5, 2009",Los Angeles Sparks,104,89,Box Score,Phoenix Mercury,/wnba/boxscores/200907050LAS.html,
"Tue, Jul 7, 2009",Atlanta Dream,67,72,Box Score,Connecticut Sun,/wnba/boxscores/200907070ATL.html,
"Tue, Jul 7, 2009",Minnesota Lynx,94,96,Box Score,Washington Mystics,/wnba/boxscores/200907070MIN.html,
"Tue, Jul 7, 2009",Sacramento Monarchs,73,83,Box Score,Chicago Sky,/wnba/boxscores/200907070SAC.html,
"Tue, Jul 7, 2009",Seattle Storm,53,66,Box Score,San Antonio Silver Stars,/wnba/boxscores/200907070SEA.html,
"Wed, Jul 8, 2009",Phoenix Mercury,70,90,Box Score,Chicago Sky,/wnba/boxscores/200907080PHO.html,
"Thu, Jul 9, 2009",New York Liberty,69,60,Box Score,Los Angeles Sparks,/wnba/boxscores/200907090NYL.html,
"Thu, Jul 9, 2009",Seattle Storm,55,66,Box Score,Sacramento Monarchs,/wnba/boxscores/200907090SEA.html,
"Fri, Jul 10, 2009",Chicago Sky,83,54,Box Score,Indiana Fever,/wnba/boxscores/200907100CHI.html,
"Fri, Jul 10, 2009",Minnesota Lynx,77,61,Box Score,San Antonio Silver Stars,/wnba/boxscores/200907100MIN.html,
"Sat, Jul 11, 2009",Connecticut Sun,79,77,Box Score,Detroit Shock,/wnba/boxscores/200907110CON.html,
"Sat, Jul 11, 2009",New York Liberty,69,71,Box Score,Atlanta Dream,/wnba/boxscores/200907110NYL.html,
"Sat, Jul 11, 2009",Sacramento Monarchs,107,105,Box Score,Phoenix Mercury,/wnba/boxscores/200907110SAC.html,
"Sat, Jul 11, 2009",Washington Mystics,63,75,Box Score,Los Angeles Sparks,/wnba/boxscores/200907110WAS.html,
"Sun, Jul 12, 2009",San Antonio Silver Stars,83,76,Box Score,Minnesota Lynx,/wnba/boxscores/200907120SAN.html,
"Sun, Jul 12, 2009",Seattle Storm,86,81,Box Score,Chicago Sky,/wnba/boxscores/200907120SEA.html,
"Tue, Jul 14, 2009",Connecticut Sun,71,82,Box Score,Los Angeles Sparks,/wnba/boxscores/200907140CON.html,
"Wed, Jul 15, 2009",Indiana Fever,74,84,Box Score,Chicago Sky,/wnba/boxscores/200907150IND.html,
"Wed, Jul 15, 2009",Minnesota Lynx,91,77,Box Score,Atlanta Dream,/wnba/boxscores/200907150MIN.html,
"Wed, Jul 15, 2009",Phoenix Mercury,81,100,Box Score,Sacramento Monarchs,/wnba/boxscores/200907150PHO.html,
"Wed, Jul 15, 2009",Seattle Storm,66,63,Box Score,Detroit Shock,/wnba/boxscores/200907150SEA.html,
"Wed, Jul 15, 2009",Washington Mystics,79,78,Box Score,San Antonio Silver Stars,/wnba/boxscores/200907150WAS.html,
"Fri, Jul 17, 2009",Indiana Fever,79,84,Box Score,Atlanta Dream,/wnba/boxscores/200907170IND.html,
"Fri, Jul 17, 2009",Sacramento Monarchs,69,56,Box Score,Seattle Storm,/wnba/boxscores/200907170SAC.html,
"Fri, Jul 17, 2009",San Antonio Silver Stars,72,64,Box Score,Connecticut Sun,/wnba/boxscores/200907170SAN.html,
"Sat, Jul 18, 2009",Phoenix Mercury,90,97,Box Score,Detroit Shock,/wnba/boxscores/200907180PHO.html,
"Sat, Jul 18, 2009",Washington Mystics,67,68,Box Score,New York Liberty,/wnba/boxscores/200907180WAS.html,
"Sun, Jul 19, 2009",Chicago Sky,75,85,Box Score,San Antonio Silver Stars,/wnba/boxscores/200907190CHI.html,
"Sun, Jul 19, 2009",Connecticut Sun,61,67,Box Score,Indiana Fever,/wnba/boxscores/200907190CON.html,
"Sun, Jul 19, 2009",New York Liberty,86,89,Box Score,Atlanta Dream,/wnba/boxscores/200907190NYL.html,
"Sun, Jul 19, 2009",Sacramento Monarchs,69,65,Box Score,Detroit Shock,/wnba/boxscores/200907190SAC.html,
"Sun, Jul 19, 2009",Seattle Storm,69,72,Box Score,Minnesota Lynx,/wnba/boxscores/200907190SEA.html,
"Tue, Jul 21, 2009",Washington Mystics,82,70,Box Score,Indiana Fever,/wnba/boxscores/200907210WAS.html,
"Wed, Jul 22, 2009",Chicago Sky,77,70,Box Score,New York Liberty,/wnba/boxscores/200907220CHI.html,
"Wed, Jul 22, 2009",Connecticut Sun,75,83,Box Score,Sacramento Monarchs,/wnba/boxscores/200907220CON.html,
"Wed, Jul 22, 2009",Detroit Shock,98,95,Box Score,Atlanta Dream,/wnba/boxscores/200907220DET.html,
"Wed, Jul 22, 2009",Phoenix Mercury,99,86,Box Score,Minnesota Lynx,/wnba/boxscores/200907220PHO.html,
"Wed, Jul 22, 2009",Seattle Storm,87,98,Box Score,Los Angeles Sparks,/wnba/boxscores/200907220SEA.html,
"Thu, Jul 23, 2009",New York Liberty,88,73,Box Score,Sacramento Monarchs,/wnba/boxscores/200907230NYL.html,
"Thu, Jul 23, 2009",San Antonio Silver Stars,65,84,Box Score,Indiana Fever,/wnba/boxscores/200907230SAN.html,
"Thu, Jul 23, 2009",Washington Mystics,64,75,Box Score,Chicago Sky,/wnba/boxscores/200907230WAS.html,
"Sun, Jul 26, 2009",New York Liberty,94,88,Box Score,Phoenix Mercury,/wnba/boxscores/200907260NYL.html,
"Sun, Jul 26, 2009",Washington Mystics,73,87,Box Score,Sacramento Monarchs,/wnba/boxscores/200907260WAS.html,
"Tue, Jul 28, 2009",Connecticut Sun,95,80,Box Score,Phoenix Mercury,/wnba/boxscores/200907280CON.html,
"Tue, Jul 28, 2009",Indiana Fever,81,85,Box Score,Washington Mystics,/wnba/boxscores/200907280IND.html,
"Tue, Jul 28, 2009",Minnesota Lynx,76,70,Box Score,Los Angeles Sparks,/wnba/boxscores/200907280MIN.html,
"Tue, Jul 28, 2009",San Antonio Silver Stars,71,74,Box Score,Seattle Storm,/wnba/boxscores/200907280SAN.html,
"Wed, Jul 29, 2009",Chicago Sky,63,75,Box Score,Los Angeles Sparks,/wnba/boxscores/200907290CHI.html,
"Thu, Jul 30, 2009",Atlanta Dream,76,106,Box Score,Phoenix Mercury,/wnba/boxscores/200907300ATL.html,
"Thu, Jul 30, 2009",Indiana Fever,85,94,Box Score,Connecticut Sun,/wnba/boxscores/200907300IND.html,
"Thu, Jul 30, 2009",New York Liberty,78,75,Box Score,Washington Mystics,/wnba/boxscores/200907300NYL.html,
"Thu, Jul 30, 2009",Sacramento Monarchs,93,101,Box Score,San Antonio Silver Stars,/wnba/boxscores/200907300SAC.html,
"Fri, Jul 31, 2009",Detroit Shock,83,91,Box Score,Minnesota Lynx,/wnba/boxscores/200907310DET.html,
"Sat, Aug 1, 2009",Atlanta Dream,83,89,Box Score,New York Liberty,/wnba/boxscores/200908010ATL.html,
"Sat, Aug 1, 2009",Chicago Sky,72,84,Box Score,Connecticut Sun,/wnba/boxscores/200908010CHI.html,
"Sat, Aug 1, 2009",Minnesota Lynx,87,74,Box Score,Phoenix Mercury,/wnba/boxscores/200908010MIN.html,
"Sat, Aug 1, 2009",Sacramento Monarchs,59,56,Box Score,Los Angeles Sparks,/wnba/boxscores/200908010SAC.html,
"Sat, Aug 1, 2009",Seattle Storm,82,85,Box Score,San Antonio Silver Stars,/wnba/boxscores/200908010SEA.html,
"Sun, Aug 2, 2009",Detroit Shock,83,65,Box Score,Connecticut Sun,/wnba/boxscores/200908020DET.html,
"Sun, Aug 2, 2009",Washington Mystics,87,79,Box Score,Indiana Fever,/wnba/boxscores/200908020WAS.html,
"Tue, Aug 4, 2009",Detroit Shock,64,76,Box Score,New York Liberty,/wnba/boxscores/200908040DET.html,
"Tue, Aug 4, 2009",Los Angeles Sparks,63,59,Box Score,San Antonio Silver Stars,/wnba/boxscores/200908040LAS.html,
"Tue, Aug 4, 2009",Seattle Storm,101,90,Box Score,Phoenix Mercury,/wnba/boxscores/200908040SEA.html,
"Wed, Aug 5, 2009",Indiana Fever,67,76,Box Score,Chicago Sky,/wnba/boxscores/200908050IND.html,
"Thu, Aug 6, 2009",Los Angeles Sparks,75,79,Box Score,Seattle Storm,/wnba/boxscores/200908060LAS.html,
"Thu, Aug 6, 2009",San Antonio Silver Stars,92,84,Box Score,Atlanta Dream,/wnba/boxscores/200908060SAN.html,
"Fri, Aug 7, 2009",Minnesota Lynx,88,95,Box Score,Connecticut Sun,/wnba/boxscores/200908070MIN.html,
"Fri, Aug 7, 2009",Sacramento Monarchs,84,66,Box Score,New York Liberty,/wnba/boxscores/200908070SAC.html,
"Fri, Aug 7, 2009",Washington Mystics,66,70,Box Score,Detroit Shock,/wnba/boxscores/200908070WAS.html,
"Sat, Aug 8, 2009",Atlanta Dream,82,80,Box Score,Chicago Sky,/wnba/boxscores/200908080ATL.html,
"Sat, Aug 8, 2009",Phoenix Mercury,90,83,Box Score,Indiana Fever,/wnba/boxscores/200908080PHO.html,
"Sat, Aug 8, 2009",Seattle Storm,69,70,Box Score,New York Liberty,/wnba/boxscores/200908080SEA.html,
"Sun, Aug 9, 2009",Connecticut Sun,67,96,Box Score,Washington Mystics,/wnba/boxscores/200908090CON.html,
"Sun, Aug 9, 2009",Detroit Shock,58,64,Box Score,Chicago Sky,/wnba/boxscores/200908090DET.html,
"Sun, Aug 9, 2009",Minnesota Lynx,89,87,Box Score,San Antonio Silver Stars,/wnba/boxscores/200908090MIN.html,
"Mon, Aug 10, 2009",Los Angeles Sparks,63,75,Box Score,Indiana Fever,/wnba/boxscores/200908100LAS.html,
"Tue, Aug 11, 2009",Los Angeles Sparks,65,61,Box Score,New York Liberty,/wnba/boxscores/200908110LAS.html,
