Date,Home/Neutral,PTS,PTS.1,Unnamed: 5,Visitor/Neutral,link,no_box
"Sun, Jul 23, 2000",Orlando Miracle,69,66,Box Score,Utah Starzz,/wnba/boxscores/200007230ORL.html,
"Mon, Jul 24, 2000",Charlotte Sting,78,82,Box Score,Indiana Fever,/wnba/boxscores/200007240CHA.html,
"Mon, Jul 24, 2000",Detroit Shock,61,57,Box Score,Portland Fire,/wnba/boxscores/200007240DET.html,
"Mon, Jul 24, 2000",Phoenix Mercury,57,67,Box Score,Cleveland Rockers,/wnba/boxscores/200007240PHO.html,
"Mon, Jul 24, 2000",Washington Mystics,78,64,Box Score,New York Liberty,/wnba/boxscores/200007240WAS.html,
"Tue, Jul 25, 2000",Houston Comets,53,79,Box Score,Seattle Storm,/wnba/boxscores/200007250HOU.html,
"Tue, Jul 25, 2000",Los Angeles Sparks,63,78,Box Score,Orlando Miracle,/wnba/boxscores/200007250LAS.html,
"Wed, Jul 26, 2000",Charlotte Sting,80,87,Box Score,Washington Mystics,/wnba/boxscores/200007260CHA.html,
"Wed, Jul 26, 2000",Detroit Shock,62,78,Box Score,Miami Sol,/wnba/boxscores/200007260DET.html,
"Wed, Jul 26, 2000",Phoenix Mercury,65,79,Box Score,Indiana Fever,/wnba/boxscores/200007260PHO.html,
"Wed, Jul 26, 2000",Portland Fire,73,70,Box Score,Sacramento Monarchs,/wnba/boxscores/200007260POR.html,
"Wed, Jul 26, 2000",Utah Starzz,77,84,Box Score,Cleveland Rockers,/wnba/boxscores/200007260UTA.html,
"Thu, Jul 27, 2000",Los Angeles Sparks,63,76,Box Score,Seattle Storm,/wnba/boxscores/200007270LAS.html,
"Thu, Jul 27, 2000",Sacramento Monarchs,66,73,Box Score,Orlando Miracle,/wnba/boxscores/200007270SAC.html,
"Fri, Jul 28, 2000",Charlotte Sting,66,56,Box Score,New York Liberty,/wnba/boxscores/200007280CHA.html,
"Fri, Jul 28, 2000",Cleveland Rockers,60,80,Box Score,Detroit Shock,/wnba/boxscores/200007280CLE.html,
"Fri, Jul 28, 2000",Minnesota Lynx,44,68,Box Score,Miami Sol,/wnba/boxscores/200007280MIN.html,
"Fri, Jul 28, 2000",Portland Fire,73,58,Box Score,Indiana Fever,/wnba/boxscores/200007280POR.html,
"Fri, Jul 28, 2000",Seattle Storm,65,55,Box Score,Phoenix Mercury,/wnba/boxscores/200007280SEA.html,
"Sat, Jul 29, 2000",Detroit Shock,72,75,Box Score,Charlotte Sting,/wnba/boxscores/200007290DET.html,
"Sat, Jul 29, 2000",Houston Comets,84,74,Box Score,Los Angeles Sparks,/wnba/boxscores/200007290HOU.html,
"Sat, Jul 29, 2000",New York Liberty,67,81,Box Score,Cleveland Rockers,/wnba/boxscores/200007290NYL.html,
"Sat, Jul 29, 2000",Utah Starzz,71,79,Box Score,Indiana Fever,/wnba/boxscores/200007290UTA.html,
"Sat, Jul 29, 2000",Washington Mystics,87,85,Box Score,Minnesota Lynx,/wnba/boxscores/200007290WAS.html,
"Sun, Jul 30, 2000",Phoenix Mercury,70,63,Box Score,Sacramento Monarchs,/wnba/boxscores/200007300PHO.html,
"Sun, Jul 30, 2000",Portland Fire,55,76,Box Score,Orlando Miracle,/wnba/boxscores/200007300POR.html,
"Sun, Jul 30, 2000",Seattle Storm,64,51,Box Score,Miami Sol,/wnba/boxscores/200007300SEA.html,
"Mon, Jul 31, 2000",Detroit Shock,76,65,Box Score,Cleveland Rockers,/wnba/boxscores/200007310DET.html,
"Mon, Jul 31, 2000",Minnesota Lynx,73,66,Box Score,Los Angeles Sparks,/wnba/boxscores/200007310MIN.html,
"Mon, Jul 31, 2000",New York Liberty,56,81,Box Score,Charlotte Sting,/wnba/boxscores/200007310NYL.html,
"Tue, Aug 1, 2000",Houston Comets,60,68,Box Score,Washington Mystics,/wnba/boxscores/200008010HOU.html,
"Tue, Aug 1, 2000",Phoenix Mercury,77,84,Box Score,Orlando Miracle,/wnba/boxscores/200008010PHO.html,
"Tue, Aug 1, 2000",Portland Fire,50,54,Box Score,Miami Sol,/wnba/boxscores/200008010POR.html,
"Tue, Aug 1, 2000",Seattle Storm,60,66,Box Score,Indiana Fever,/wnba/boxscores/200008010SEA.html,
"Wed, Aug 2, 2000",Detroit Shock,84,81,Box Score,Los Angeles Sparks,/wnba/boxscores/200008020DET.html,
"Wed, Aug 2, 2000",Minnesota Lynx,72,62,Box Score,Utah Starzz,/wnba/boxscores/200008020MIN.html,
"Wed, Aug 2, 2000",Sacramento Monarchs,55,73,Box Score,Miami Sol,/wnba/boxscores/200008020SAC.html,
"Thu, Aug 3, 2000",Cleveland Rockers,71,74,Box Score,Utah Starzz,/wnba/boxscores/200008030CLE.html,
"Thu, Aug 3, 2000",Indiana Fever,75,71,Box Score,Washington Mystics,/wnba/boxscores/200008030IND.html,
"Thu, Aug 3, 2000",Phoenix Mercury,63,85,Box Score,Seattle Storm,/wnba/boxscores/200008030PHO.html,
"Fri, Aug 4, 2000",Indiana Fever,75,87,Box Score,Cleveland Rockers,/wnba/boxscores/200008040IND.html,
"Fri, Aug 4, 2000",Miami Sol,50,60,Box Score,Charlotte Sting,/wnba/boxscores/200008040MIA.html,
"Fri, Aug 4, 2000",Minnesota Lynx,74,63,Box Score,Sacramento Monarchs,/wnba/boxscores/200008040MIN.html,
"Fri, Aug 4, 2000",New York Liberty,57,70,Box Score,Orlando Miracle,/wnba/boxscores/200008040NYL.html,
"Fri, Aug 4, 2000",Portland Fire,81,56,Box Score,Houston Comets,/wnba/boxscores/200008040POR.html,
"Fri, Aug 4, 2000",Washington Mystics,72,96,Box Score,Detroit Shock,/wnba/boxscores/200008040WAS.html,
"Sat, Aug 5, 2000",Charlotte Sting,82,84,Box Score,Utah Starzz,/wnba/boxscores/200008050CHA.html,
"Sat, Aug 5, 2000",Phoenix Mercury,77,63,Box Score,Los Angeles Sparks,/wnba/boxscores/200008050PHO.html,
"Sun, Aug 6, 2000",Cleveland Rockers,60,77,Box Score,Washington Mystics,/wnba/boxscores/200008060CLE.html,
"Sun, Aug 6, 2000",Miami Sol,41,57,Box Score,New York Liberty,/wnba/boxscores/200008060MIA.html,
"Sun, Aug 6, 2000",Minnesota Lynx,75,80,Box Score,Indiana Fever,/wnba/boxscores/200008060MIN.html,
"Sun, Aug 6, 2000",Orlando Miracle,63,92,Box Score,Detroit Shock,/wnba/boxscores/200008060ORL.html,
"Sun, Aug 6, 2000",Sacramento Monarchs,76,63,Box Score,Houston Comets,/wnba/boxscores/200008060SAC.html,
"Sun, Aug 6, 2000",Seattle Storm,58,66,Box Score,Portland Fire,/wnba/boxscores/200008060SEA.html,
"Mon, Aug 7, 2000",Indiana Fever,74,63,Box Score,Detroit Shock,/wnba/boxscores/200008070IND.html,
"Mon, Aug 7, 2000",Orlando Miracle,57,65,Box Score,Washington Mystics,/wnba/boxscores/200008070ORL.html,
"Mon, Aug 7, 2000",Phoenix Mercury,71,54,Box Score,Houston Comets,/wnba/boxscores/200008070PHO.html,
"Mon, Aug 7, 2000",Utah Starzz,73,83,Box Score,Portland Fire,/wnba/boxscores/200008070UTA.html,
"Tue, Aug 8, 2000",Charlotte Sting,76,67,Box Score,Minnesota Lynx,/wnba/boxscores/200008080CHA.html,
"Tue, Aug 8, 2000",New York Liberty,44,57,Box Score,Cleveland Rockers,/wnba/boxscores/200008080NYL.html,
"Tue, Aug 8, 2000",Seattle Storm,60,52,Box Score,Los Angeles Sparks,/wnba/boxscores/200008080SEA.html,
"Wed, Aug 9, 2000",Detroit Shock,63,66,Box Score,New York Liberty,/wnba/boxscores/200008090DET.html,
"Wed, Aug 9, 2000",Houston Comets,64,77,Box Score,Minnesota Lynx,/wnba/boxscores/200008090HOU.html,
"Wed, Aug 9, 2000",Indiana Fever,51,67,Box Score,Charlotte Sting,/wnba/boxscores/200008090IND.html,
"Wed, Aug 9, 2000",Miami Sol,64,68,Box Score,Orlando Miracle,/wnba/boxscores/200008090MIA.html,
"Wed, Aug 9, 2000",Portland Fire,68,60,Box Score,Phoenix Mercury,/wnba/boxscores/200008090POR.html,
"Wed, Aug 9, 2000",Sacramento Monarchs,46,79,Box Score,Seattle Storm,/wnba/boxscores/200008090SAC.html,
"Wed, Aug 9, 2000",Utah Starzz,77,89,Box Score,Los Angeles Sparks,/wnba/boxscores/200008090UTA.html,
"Wed, Aug 9, 2000",Washington Mystics,48,60,Box Score,Cleveland Rockers,/wnba/boxscores/200008090WAS.html,
"Fri, Aug 11, 2000",Orlando Miracle,55,62,Box Score,Cleveland Rockers,/wnba/boxscores/200008110ORL.html,
"Fri, Aug 11, 2000",Phoenix Mercury,86,71,Box Score,Los Angeles Sparks,/wnba/boxscores/200008110PHO.html,
"Sat, Aug 12, 2000",Sacramento Monarchs,72,64,Box Score,Houston Comets,/wnba/boxscores/200008120SAC.html,
"Sat, Aug 12, 2000",Washington Mystics,72,63,Box Score,New York Liberty,/wnba/boxscores/200008120WAS.html,
"Sun, Aug 13, 2000",Cleveland Rockers,54,63,Box Score,Orlando Miracle,/wnba/boxscores/200008130CLE.html,
"Sun, Aug 13, 2000",Los Angeles Sparks,76,101,Box Score,Phoenix Mercury,/wnba/boxscores/200008130LAS.html,
"Mon, Aug 14, 2000",Houston Comets,70,75,Box Score,Sacramento Monarchs,/wnba/boxscores/200008140HOU.html,
"Mon, Aug 14, 2000",New York Liberty,57,78,Box Score,Washington Mystics,/wnba/boxscores/200008140NYL.html,
"Tue, Aug 15, 2000",Cleveland Rockers,43,72,Box Score,Orlando Miracle,/wnba/boxscores/200008150CLE.html,
"Thu, Aug 17, 2000",Cleveland Rockers,43,56,Box Score,New York Liberty,/wnba/boxscores/200008170CLE.html,
"Thu, Aug 17, 2000",Houston Comets,56,77,Box Score,Los Angeles Sparks,/wnba/boxscores/200008170HOU.html,
"Sun, Aug 20, 2000",Los Angeles Sparks,74,69,Box Score,Houston Comets,/wnba/boxscores/200008200LAS.html,
"Sun, Aug 20, 2000",New York Liberty,45,51,Box Score,Cleveland Rockers,/wnba/boxscores/200008200NYL.html,
"Mon, Aug 21, 2000",New York Liberty,67,81,Box Score,Cleveland Rockers,/wnba/boxscores/200008210NYL.html,
"Thu, Aug 24, 2000",New York Liberty,59,52,Box Score,Houston Comets,/wnba/boxscores/200008240NYL.html,
"Sat, Aug 26, 2000",Houston Comets,73,79,Box Score,New York Liberty,/wnba/boxscores/200008260HOU.html,
"Mon, May 28, 2001",Houston Comets,66,63,Box Score,Los Angeles Sparks,/wnba/boxscores/200105280HOU.html,
"Wed, May 30, 2001",Phoenix Mercury,81,62,Box Score,Utah Starzz,/wnba/boxscores/200105300PHO.html,
"Thu, May 31, 2001",Cleveland Rockers,34,69,Box Score,Washington Mystics,/wnba/boxscores/200105310CLE.html,
"Thu, May 31, 2001",Indiana Fever,82,78,Box Score,Houston Comets,/wnba/boxscores/200105310IND.html,
"Thu, May 31, 2001",Miami Sol,59,68,Box Score,New York Liberty,/wnba/boxscores/200105310MIA.html,
"Thu, May 31, 2001",Portland Fire,82,65,Box Score,Minnesota Lynx,/wnba/boxscores/200105310POR.html,
"Thu, May 31, 2001",Seattle Storm,70,83,Box Score,Phoenix Mercury,/wnba/boxscores/200105310SEA.html,
"Fri, Jun 1, 2001",Orlando Miracle,68,62,Box Score,Los Angeles Sparks,/wnba/boxscores/200106010ORL.html,
"Sat, Jun 2, 2001",Charlotte Sting,76,67,Box Score,Los Angeles Sparks,/wnba/boxscores/200106020CHA.html,
"Sat, Jun 2, 2001",Detroit Shock,74,73,Box Score,Houston Comets,/wnba/boxscores/200106020DET.html,
"Sat, Jun 2, 2001",Minnesota Lynx,89,80,Box Score,Phoenix Mercury,/wnba/boxscores/200106020MIN.html,
"Sat, Jun 2, 2001",New York Liberty,58,75,Box Score,Indiana Fever,/wnba/boxscores/200106020NYL.html,
"Sat, Jun 2, 2001",Sacramento Monarchs,65,70,Box Score,Cleveland Rockers,/wnba/boxscores/200106020SAC.html,
"Sat, Jun 2, 2001",Utah Starzz,76,71,Box Score,Portland Fire,/wnba/boxscores/200106020UTA.html,
"Sun, Jun 3, 2001",Washington Mystics,63,68,Box Score,Seattle Storm,/wnba/boxscores/200106030WAS.html,
"Mon, Jun 4, 2001",Indiana Fever,74,71,Box Score,Seattle Storm,/wnba/boxscores/200106040IND.html,
"Mon, Jun 4, 2001",New York Liberty,80,63,Box Score,Sacramento Monarchs,/wnba/boxscores/200106040NYL.html,
"Mon, Jun 4, 2001",Portland Fire,69,71,Box Score,Phoenix Mercury,/wnba/boxscores/200106040POR.html,
"Tue, Jun 5, 2001",Detroit Shock,92,71,Box Score,Orlando Miracle,/wnba/boxscores/200106050DET.html,
"Tue, Jun 5, 2001",Los Angeles Sparks,50,58,Box Score,Cleveland Rockers,/wnba/boxscores/200106050LAS.html,
"Tue, Jun 5, 2001",Miami Sol,61,63,Box Score,Indiana Fever,/wnba/boxscores/200106050MIA.html,
"Tue, Jun 5, 2001",Phoenix Mercury,69,76,Box Score,Charlotte Sting,/wnba/boxscores/200106050PHO.html,
"Tue, Jun 5, 2001",Utah Starzz,72,68,Box Score,Houston Comets,/wnba/boxscores/200106050UTA.html,
"Tue, Jun 5, 2001",Washington Mystics,72,75,Box Score,Sacramento Monarchs,/wnba/boxscores/200106050WAS.html,
"Thu, Jun 7, 2001",Cleveland Rockers,49,67,Box Score,New York Liberty,/wnba/boxscores/200106070CLE.html,
"Thu, Jun 7, 2001",Houston Comets,66,87,Box Score,Detroit Shock,/wnba/boxscores/200106070HOU.html,
"Thu, Jun 7, 2001",Sacramento Monarchs,65,77,Box Score,Charlotte Sting,/wnba/boxscores/200106070SAC.html,
"Thu, Jun 7, 2001",Seattle Storm,70,57,Box Score,Miami Sol,/wnba/boxscores/200106070SEA.html,
"Thu, Jun 7, 2001",Utah Starzz,79,82,Box Score,Orlando Miracle,/wnba/boxscores/200106070UTA.html,
"Sat, Jun 9, 2001",Cleveland Rockers,76,86,Box Score,Indiana Fever,/wnba/boxscores/200106090CLE.html,
"Sat, Jun 9, 2001",Minnesota Lynx,62,60,Box Score,Los Angeles Sparks,/wnba/boxscores/200106090MIN.html,
"Sat, Jun 9, 2001",Orlando Miracle,86,79,Box Score,Charlotte Sting,/wnba/boxscores/200106090ORL.html,
"Sat, Jun 9, 2001",Sacramento Monarchs,71,67,Box Score,Miami Sol,/wnba/boxscores/200106090SAC.html,
"Sat, Jun 9, 2001",Utah Starzz,73,65,Box Score,Seattle Storm,/wnba/boxscores/200106090UTA.html,
"Sun, Jun 10, 2001",Phoenix Mercury,60,58,Box Score,Houston Comets,/wnba/boxscores/200106100PHO.html,
"Sun, Jun 10, 2001",Washington Mystics,81,80,Box Score,New York Liberty,/wnba/boxscores/200106100WAS.html,
"Tue, Jun 12, 2001",Miami Sol,68,67,Box Score,Detroit Shock,/wnba/boxscores/200106120MIA.html,
"Tue, Jun 12, 2001",Minnesota Lynx,65,60,Box Score,Indiana Fever,/wnba/boxscores/200106120MIN.html,
"Tue, Jun 12, 2001",New York Liberty,70,79,Box Score,Charlotte Sting,/wnba/boxscores/200106120NYL.html,
"Tue, Jun 12, 2001",Phoenix Mercury,64,78,Box Score,Sacramento Monarchs,/wnba/boxscores/200106120PHO.html,
"Tue, Jun 12, 2001",Portland Fire,62,67,Box Score,Cleveland Rockers,/wnba/boxscores/200106120POR.html,
"Tue, Jun 12, 2001",Seattle Storm,63,70,Box Score,Orlando Miracle,/wnba/boxscores/200106120SEA.html,
"Thu, Jun 14, 2001",Charlotte Sting,73,59,Box Score,Utah Starzz,/wnba/boxscores/200106140CHA.html,
"Thu, Jun 14, 2001",Detroit Shock,65,80,Box Score,Washington Mystics,/wnba/boxscores/200106140DET.html,
"Thu, Jun 14, 2001",Los Angeles Sparks,68,84,Box Score,Orlando Miracle,/wnba/boxscores/200106140LAS.html,
"Thu, Jun 14, 2001",Sacramento Monarchs,59,81,Box Score,Phoenix Mercury,/wnba/boxscores/200106140SAC.html,
"Thu, Jun 14, 2001",Seattle Storm,58,36,Box Score,Cleveland Rockers,/wnba/boxscores/200106140SEA.html,
"Sat, Jun 16, 2001",Charlotte Sting,72,69,Box Score,Detroit Shock,/wnba/boxscores/200106160CHA.html,
"Sat, Jun 16, 2001",Cleveland Rockers,53,70,Box Score,Miami Sol,/wnba/boxscores/200106160CLE.html,
"Sat, Jun 16, 2001",Indiana Fever,65,67,Box Score,Minnesota Lynx,/wnba/boxscores/200106160IND.html,
"Sat, Jun 16, 2001",New York Liberty,63,86,Box Score,Washington Mystics,/wnba/boxscores/200106160NYL.html,
"Sat, Jun 16, 2001",Phoenix Mercury,68,72,Box Score,Orlando Miracle,/wnba/boxscores/200106160PHO.html,
"Sat, Jun 16, 2001",Sacramento Monarchs,81,74,Box Score,Portland Fire,/wnba/boxscores/200106160SAC.html,
"Sat, Jun 16, 2001",Seattle Storm,73,60,Box Score,Los Angeles Sparks,/wnba/boxscores/200106160SEA.html,
"Sun, Jun 17, 2001",Detroit Shock,71,63,Box Score,Minnesota Lynx,/wnba/boxscores/200106170DET.html,
"Sun, Jun 17, 2001",Los Angeles Sparks,75,90,Box Score,Portland Fire,/wnba/boxscores/200106170LAS.html,
"Sun, Jun 17, 2001",Miami Sol,55,48,Box Score,New York Liberty,/wnba/boxscores/200106170MIA.html,
"Sun, Jun 17, 2001",Washington Mystics,57,55,Box Score,Cleveland Rockers,/wnba/boxscores/200106170WAS.html,
"Mon, Jun 18, 2001",Indiana Fever,72,65,Box Score,Orlando Miracle,/wnba/boxscores/200106180IND.html,
"Mon, Jun 18, 2001",Seattle Storm,52,60,Box Score,Charlotte Sting,/wnba/boxscores/200106180SEA.html,
"Tue, Jun 19, 2001",Los Angeles Sparks,69,73,Box Score,Charlotte Sting,/wnba/boxscores/200106190LAS.html,
"Tue, Jun 19, 2001",Portland Fire,43,58,Box Score,Seattle Storm,/wnba/boxscores/200106190POR.html,
"Tue, Jun 19, 2001",Sacramento Monarchs,65,56,Box Score,New York Liberty,/wnba/boxscores/200106190SAC.html,
"Thu, Jun 21, 2001",Houston Comets,65,69,Box Score,Los Angeles Sparks,/wnba/boxscores/200106210HOU.html,
"Thu, Jun 21, 2001",Phoenix Mercury,95,70,Box Score,New York Liberty,/wnba/boxscores/200106210PHO.html,
"Thu, Jun 21, 2001",Utah Starzz,87,75,Box Score,Sacramento Monarchs,/wnba/boxscores/200106210UTA.html,
"Thu, Jun 21, 2001",Washington Mystics,74,63,Box Score,Miami Sol,/wnba/boxscores/200106210WAS.html,
"Fri, Jun 22, 2001",Cleveland Rockers,70,74,Box Score,Los Angeles Sparks,/wnba/boxscores/200106220CLE.html,
"Fri, Jun 22, 2001",Indiana Fever,56,77,Box Score,Detroit Shock,/wnba/boxscores/200106220IND.html,
"Fri, Jun 22, 2001",Minnesota Lynx,57,63,Box Score,Miami Sol,/wnba/boxscores/200106220MIN.html,
"Fri, Jun 22, 2001",Phoenix Mercury,58,55,Box Score,Seattle Storm,/wnba/boxscores/200106220PHO.html,
"Fri, Jun 22, 2001",Portland Fire,62,66,Box Score,Charlotte Sting,/wnba/boxscores/200106220POR.html,
"Sat, Jun 23, 2001",Detroit Shock,74,70,Box Score,Indiana Fever,/wnba/boxscores/200106230DET.html,
"Sat, Jun 23, 2001",Houston Comets,56,70,Box Score,Sacramento Monarchs,/wnba/boxscores/200106230HOU.html,
"Sat, Jun 23, 2001",Orlando Miracle,59,67,Box Score,Washington Mystics,/wnba/boxscores/200106230ORL.html,
"Sat, Jun 23, 2001",Utah Starzz,80,87,Box Score,Minnesota Lynx,/wnba/boxscores/200106230UTA.html,
"Sun, Jun 24, 2001",Charlotte Sting,85,82,Box Score,Sacramento Monarchs,/wnba/boxscores/200106240CHA.html,
"Sun, Jun 24, 2001",Houston Comets,57,67,Box Score,Portland Fire,/wnba/boxscores/200106240HOU.html,
"Sun, Jun 24, 2001",Miami Sol,54,35,Box Score,Cleveland Rockers,/wnba/boxscores/200106240MIA.html,
"Sun, Jun 24, 2001",New York Liberty,69,82,Box Score,Los Angeles Sparks,/wnba/boxscores/200106240NYL.html,
"Mon, Jun 25, 2001",Orlando Miracle,54,67,Box Score,New York Liberty,/wnba/boxscores/200106250ORL.html,
"Mon, Jun 25, 2001",Utah Starzz,65,47,Box Score,Seattle Storm,/wnba/boxscores/200106250UTA.html,
"Mon, Jun 25, 2001",Washington Mystics,55,51,Box Score,Minnesota Lynx,/wnba/boxscores/200106250WAS.html,
"Tue, Jun 26, 2001",Cleveland Rockers,57,61,Box Score,Portland Fire,/wnba/boxscores/200106260CLE.html,
"Tue, Jun 26, 2001",Detroit Shock,98,89,Box Score,Los Angeles Sparks,/wnba/boxscores/200106260DET.html,
"Wed, Jun 27, 2001",Charlotte Sting,50,74,Box Score,Detroit Shock,/wnba/boxscores/200106270CHA.html,
"Wed, Jun 27, 2001",Houston Comets,63,76,Box Score,Washington Mystics,/wnba/boxscores/200106270HOU.html,
"Wed, Jun 27, 2001",Indiana Fever,68,65,Box Score,Portland Fire,/wnba/boxscores/200106270IND.html,
"Wed, Jun 27, 2001",Miami Sol,68,63,Box Score,Utah Starzz,/wnba/boxscores/200106270MIA.html,
"Wed, Jun 27, 2001",Orlando Miracle,65,41,Box Score,Cleveland Rockers,/wnba/boxscores/200106270ORL.html,
"Thu, Jun 28, 2001",Minnesota Lynx,59,68,Box Score,Seattle Storm,/wnba/boxscores/200106280MIN.html,
"Thu, Jun 28, 2001",Sacramento Monarchs,54,64,Box Score,Houston Comets,/wnba/boxscores/200106280SAC.html,
"Fri, Jun 29, 2001",Detroit Shock,71,75,Box Score,Phoenix Mercury,/wnba/boxscores/200106290DET.html,
"Fri, Jun 29, 2001",Indiana Fever,75,67,Box Score,Charlotte Sting,/wnba/boxscores/200106290IND.html,
"Fri, Jun 29, 2001",Miami Sol,74,72,Box Score,Portland Fire,/wnba/boxscores/200106290MIA.html,
"Fri, Jun 29, 2001",Washington Mystics,64,74,Box Score,Utah Starzz,/wnba/boxscores/200106290WAS.html,
"Sat, Jun 30, 2001",Charlotte Sting,55,58,Box Score,Cleveland Rockers,/wnba/boxscores/200106300CHA.html,
"Sat, Jun 30, 2001",Minnesota Lynx,59,52,Box Score,Houston Comets,/wnba/boxscores/200106300MIN.html,
"Sat, Jun 30, 2001",New York Liberty,60,72,Box Score,Orlando Miracle,/wnba/boxscores/200106300NYL.html,
"Sat, Jun 30, 2001",Seattle Storm,65,59,Box Score,Sacramento Monarchs,/wnba/boxscores/200106300SEA.html,
"Sun, Jul 1, 2001",Cleveland Rockers,47,52,Box Score,Minnesota Lynx,/wnba/boxscores/200107010CLE.html,
"Sun, Jul 1, 2001",Indiana Fever,78,86,Box Score,Phoenix Mercury,/wnba/boxscores/200107010IND.html,
"Sun, Jul 1, 2001",Los Angeles Sparks,60,86,Box Score,Miami Sol,/wnba/boxscores/200107010LAS.html,
"Sun, Jul 1, 2001",Washington Mystics,64,76,Box Score,Orlando Miracle,/wnba/boxscores/200107010WAS.html,
"Mon, Jul 2, 2001",Houston Comets,67,74,Box Score,Portland Fire,/wnba/boxscores/200107020HOU.html,
"Mon, Jul 2, 2001",New York Liberty,60,66,Box Score,Detroit Shock,/wnba/boxscores/200107020NYL.html,
"Mon, Jul 2, 2001",Utah Starzz,69,59,Box Score,Miami Sol,/wnba/boxscores/200107020UTA.html,
"Tue, Jul 3, 2001",Charlotte Sting,61,66,Box Score,New York Liberty,/wnba/boxscores/200107030CHA.html,
"Tue, Jul 3, 2001",Los Angeles Sparks,71,84,Box Score,Utah Starzz,/wnba/boxscores/200107030LAS.html,
"Tue, Jul 3, 2001",Minnesota Lynx,91,52,Box Score,Sacramento Monarchs,/wnba/boxscores/200107030MIN.html,
"Tue, Jul 3, 2001",Seattle Storm,72,69,Box Score,Washington Mystics,/wnba/boxscores/200107030SEA.html,
"Wed, Jul 4, 2001",Phoenix Mercury,47,60,Box Score,Miami Sol,/wnba/boxscores/200107040PHO.html,
"Wed, Jul 4, 2001",Portland Fire,61,56,Box Score,Seattle Storm,/wnba/boxscores/200107040POR.html,
"Thu, Jul 5, 2001",Los Angeles Sparks,50,73,Box Score,Phoenix Mercury,/wnba/boxscores/200107050LAS.html,
"Fri, Jul 6, 2001",Detroit Shock,67,50,Box Score,Charlotte Sting,/wnba/boxscores/200107060DET.html,
"Fri, Jul 6, 2001",Houston Comets,64,79,Box Score,Indiana Fever,/wnba/boxscores/200107060HOU.html,
"Fri, Jul 6, 2001",Minnesota Lynx,70,57,Box Score,New York Liberty,/wnba/boxscores/200107060MIN.html,
"Fri, Jul 6, 2001",Orlando Miracle,75,68,Box Score,Sacramento Monarchs,/wnba/boxscores/200107060ORL.html,
"Fri, Jul 6, 2001",Portland Fire,58,69,Box Score,Washington Mystics,/wnba/boxscores/200107060POR.html,
"Fri, Jul 6, 2001",Utah Starzz,69,73,Box Score,Cleveland Rockers,/wnba/boxscores/200107060UTA.html,
"Sat, Jul 7, 2001",Charlotte Sting,38,48,Box Score,Seattle Storm,/wnba/boxscores/200107070CHA.html,
"Sat, Jul 7, 2001",Miami Sol,54,66,Box Score,Sacramento Monarchs,/wnba/boxscores/200107070MIA.html,
"Sat, Jul 7, 2001",Phoenix Mercury,52,66,Box Score,Washington Mystics,/wnba/boxscores/200107070PHO.html,
"Sun, Jul 8, 2001",Houston Comets,63,53,Box Score,Cleveland Rockers,/wnba/boxscores/200107080HOU.html,
"Sun, Jul 8, 2001",Indiana Fever,58,56,Box Score,New York Liberty,/wnba/boxscores/200107080IND.html,
"Sun, Jul 8, 2001",Los Angeles Sparks,95,100,Box Score,Minnesota Lynx,/wnba/boxscores/200107080LAS.html,
"Sun, Jul 8, 2001",Orlando Miracle,67,73,Box Score,Detroit Shock,/wnba/boxscores/200107080ORL.html,
"Sun, Jul 8, 2001",Portland Fire,65,63,Box Score,Utah Starzz,/wnba/boxscores/200107080POR.html,
