,date,team1,team1_odds,team1_score,team2,team2_odds,team2_score
0,2009-10-10,Phoenix Mercury,-250,94,Indiana Fever,196,86
1,2009-10-08,Indiana Fever,-132,77,Phoenix Mercury,108,90
2,2009-10-04,Indiana Fever,-179,86,Phoenix Mercury,143,85
3,2009-10-02,Phoenix Mercury,-204,84,Indiana Fever,170,93
4,2009-09-30,Phoenix Mercury,-244,120,Indiana Fever,198,116
5,2009-09-27,Phoenix Mercury,0,85,Los Angeles Sparks,0,74
6,2009-09-27,Indiana Fever,0,72,Dallas Wings,0,67
7,2009-09-26,Phoenix Mercury,-200,76,Los Angeles Sparks,168,87
8,2009-09-26,Indiana Fever,-244,79,Dallas Wings,197,75
9,2009-09-24,Los Angeles Sparks,-156,94,Phoenix Mercury,129,103
10,2009-09-24,Dallas Wings,-149,72,Indiana Fever,124,56
11,2009-09-22,Phoenix Mercury,0,100,Las Vegas Aces,0,92
12,2009-09-20,Seattle Storm,125,64,Los Angeles Sparks,-154,75
13,2009-09-20,Phoenix Mercury,-435,106,Las Vegas Aces,324,78
14,2009-09-20,Indiana Fever,-400,81,Washington Mystics,309,74
15,2009-09-19,Seattle Storm,-152,75,Los Angeles Sparks,120,74
16,2009-09-19,Atlanta Dream,-278,79,Dallas Wings,216,94
17,2009-09-18,Las Vegas Aces,106,92,Phoenix Mercury,-128,91
18,2009-09-18,Washington Mystics,131,79,Indiana Fever,-159,88
19,2009-09-17,Los Angeles Sparks,-286,70,Seattle Storm,235,63
20,2009-09-17,Dallas Wings,-204,94,Atlanta Dream,166,89
21,2009-09-14,Sacramento Monarchs,-227,88,Minnesota Lynx,181,66
22,2009-09-13,New York Liberty,-238,86,Washington Mystics,189,65
23,2009-09-13,Phoenix Mercury,-213,78,Los Angeles Sparks,172,81
24,2009-09-13,Chicago Sky,-185,69,Dallas Wings,152,80
25,2009-09-13,Las Vegas Aces,-323,55,Seattle Storm,256,64
26,2009-09-13,Washington Mystics,-333,82,Atlanta Dream,264,64
27,2009-09-12,Los Angeles Sparks,-294,90,Minnesota Lynx,227,61
28,2009-09-12,Atlanta Dream,-222,88,Connecticut Sun,187,64
29,2009-09-11,Sacramento Monarchs,125,71,Las Vegas Aces,-149,80
30,2009-09-11,Seattle Storm,273,84,Phoenix Mercury,-345,92
31,2009-09-11,Chicago Sky,-115,86,Indiana Fever,-106,79
32,2009-09-11,Dallas Wings,-370,94,New York Liberty,283,87
33,2009-09-10,Minnesota Lynx,-118,75,Dallas Wings,-104,72
34,2009-09-09,Los Angeles Sparks,-278,76,Las Vegas Aces,225,68
35,2009-09-09,New York Liberty,0,63,Indiana Fever,0,69
36,2009-09-06,Dallas Wings,-278,84,Chicago Sky,218,75
37,2009-09-06,Indiana Fever,-270,72,Washington Mystics,216,61
38,2009-09-06,Phoenix Mercury,-294,100,Atlanta Dream,237,82
39,2009-09-06,Las Vegas Aces,-125,89,Los Angeles Sparks,102,72
40,2009-09-06,Minnesota Lynx,-135,76,Seattle Storm,110,68
41,2009-09-05,Sacramento Monarchs,-103,90,Atlanta Dream,-119,98
42,2009-09-05,Chicago Sky,-200,92,Washington Mystics,165,86
43,2009-09-05,Dallas Wings,-133,70,Indiana Fever,110,63
44,2009-09-05,Connecticut Sun,-222,88,New York Liberty,181,85
45,2009-09-04,Washington Mystics,-137,78,Seattle Storm,114,67
46,2009-09-03,Indiana Fever,-182,90,Phoenix Mercury,152,106
47,2009-09-02,Los Angeles Sparks,-222,79,Atlanta Dream,184,84
48,2009-09-02,Sacramento Monarchs,-105,90,Connecticut Sun,-115,70
49,2009-09-02,Las Vegas Aces,-222,84,Minnesota Lynx,177,82
50,2009-09-02,Dallas Wings,-127,101,Phoenix Mercury,104,99
51,2009-09-02,New York Liberty,-127,58,Seattle Storm,104,65
52,2009-08-31,Los Angeles Sparks,-152,91,Connecticut Sun,127,81
53,2009-08-30,New York Liberty,-200,77,Chicago Sky,167,63
54,2009-08-30,Washington Mystics,-200,81,Minnesota Lynx,163,75
55,2009-08-30,Phoenix Mercury,-204,95,Connecticut Sun,177,84
56,2009-08-30,Seattle Storm,-213,91,Atlanta Dream,174,84
57,2009-08-30,Indiana Fever,-400,78,Sacramento Monarchs,313,79
58,2009-08-29,Las Vegas Aces,-159,100,Dallas Wings,131,88
59,2009-08-29,Chicago Sky,-159,96,New York Liberty,131,77
60,2009-08-29,Minnesota Lynx,-133,100,Sacramento Monarchs,110,95
61,2009-08-28,Los Angeles Sparks,-179,90,Phoenix Mercury,148,98
62,2009-08-28,Seattle Storm,-213,86,Connecticut Sun,172,74
63,2009-08-28,Dallas Wings,-192,87,Atlanta Dream,158,83
64,2009-08-28,Indiana Fever,-312,77,Las Vegas Aces,247,66
65,2009-08-26,Los Angeles Sparks,-357,75,Chicago Sky,297,63
66,2009-08-26,Seattle Storm,-294,78,Washington Mystics,233,68
67,2009-08-26,Atlanta Dream,-169,103,Sacramento Monarchs,142,83
68,2009-08-26,Connecticut Sun,-179,70,Dallas Wings,148,90
69,2009-08-23,Dallas Wings,112,99,Las Vegas Aces,-133,84
70,2009-08-23,New York Liberty,-204,80,Minnesota Lynx,174,67
71,2009-08-23,Atlanta Dream,-147,87,Los Angeles Sparks,124,91
72,2009-08-23,Sacramento Monarchs,-147,82,Washington Mystics,124,60
73,2009-08-23,Seattle Storm,-133,74,Indiana Fever,110,60
74,2009-08-23,Chicago Sky,-147,67,Dallas Wings,125,76
75,2009-08-23,Connecticut Sun,-208,98,Minnesota Lynx,171,94
76,2009-08-22,Phoenix Mercury,-333,81,Washington Mystics,260,91
77,2009-08-22,Las Vegas Aces,-156,66,Los Angeles Sparks,133,67
78,2009-08-22,New York Liberty,-156,85,Connecticut Sun,131,83
79,2009-08-21,Sacramento Monarchs,211,67,Indiana Fever,-270,62
80,2009-08-21,Atlanta Dream,-152,93,Las Vegas Aces,125,87
81,2009-08-20,Los Angeles Sparks,-196,78,Minnesota Lynx,160,63
82,2009-08-20,Connecticut Sun,-238,74,New York Liberty,191,69
83,2009-08-19,Los Angeles Sparks,-256,72,Washington Mystics,212,69
84,2009-08-19,Chicago Sky,117,99,Phoenix Mercury,-141,106
85,2009-08-19,Dallas Wings,161,75,Seattle Storm,-192,79
86,2009-08-16,Washington Mystics,-227,59,New York Liberty,186,60
87,2009-08-16,Sacramento Monarchs,-127,61,Los Angeles Sparks,102,78
88,2009-08-16,Chicago Sky,-141,79,Minnesota Lynx,120,76
89,2009-08-16,Las Vegas Aces,-130,106,Phoenix Mercury,112,89
90,2009-08-16,Atlanta Dream,-116,88,Seattle Storm,-102,79
91,2009-08-16,Indiana Fever,-294,82,Dallas Wings,240,59
92,2009-08-15,Los Angeles Sparks,-294,79,Sacramento Monarchs,240,85
93,2009-08-15,New York Liberty,-200,77,Chicago Sky,163,88
94,2009-08-15,Washington Mystics,-169,91,Connecticut Sun,142,89
95,2009-08-14,Phoenix Mercury,-312,95,Las Vegas Aces,254,83
96,2009-08-14,Minnesota Lynx,0,81,Indiana Fever,0,91
97,2009-08-14,Atlanta Dream,-179,80,Dallas Wings,150,75
98,2009-08-14,Connecticut Sun,-152,64,Seattle Storm,125,53
99,2009-08-12,Los Angeles Sparks,-244,61,New York Liberty,199,65
100,2009-08-12,Las Vegas Aces,-312,73,Sacramento Monarchs,242,90
101,2009-08-12,Washington Mystics,-167,77,Dallas Wings,138,81
102,2009-08-11,Los Angeles Sparks,-145,75,Indiana Fever,118,63
103,2009-08-09,Dallas Wings,-370,64,Chicago Sky,294,58
104,2009-08-09,Connecticut Sun,-217,96,Washington Mystics,179,67
105,2009-08-09,Phoenix Mercury,0,83,Indiana Fever,0,90
106,2009-08-09,Seattle Storm,-333,70,New York Liberty,263,69
107,2009-08-09,Atlanta Dream,-263,80,Chicago Sky,213,82
108,2009-08-08,Minnesota Lynx,-137,87,Las Vegas Aces,114,89
109,2009-08-08,Sacramento Monarchs,-152,66,New York Liberty,127,84
110,2009-08-08,Minnesota Lynx,-135,95,Connecticut Sun,110,88
111,2009-08-08,Washington Mystics,-167,70,Dallas Wings,137,66
112,2009-08-07,Los Angeles Sparks,-167,79,Seattle Storm,140,75
113,2009-08-07,Las Vegas Aces,-222,84,Atlanta Dream,186,92
114,2009-08-06,Indiana Fever,-400,76,Chicago Sky,313,67
115,2009-08-05,Seattle Storm,-182,90,Phoenix Mercury,149,101
116,2009-08-05,Dallas Wings,-217,76,New York Liberty,175,64
117,2009-08-04,Los Angeles Sparks,-159,59,Las Vegas Aces,133,63
118,2009-08-02,Dallas Wings,-227,65,Connecticut Sun,188,83
119,2009-08-02,Washington Mystics,-115,79,Indiana Fever,-108,87
120,2009-08-02,Sacramento Monarchs,-161,56,Los Angeles Sparks,135,59
121,2009-08-02,Seattle Storm,-323,85,Las Vegas Aces,254,82
122,2009-08-02,Chicago Sky,-133,84,Connecticut Sun,110,72
123,2009-08-02,Minnesota Lynx,127,74,Phoenix Mercury,-152,87
124,2009-08-02,Atlanta Dream,-222,89,New York Liberty,183,83
125,2009-08-01,Dallas Wings,-217,91,Minnesota Lynx,175,83
126,2009-07-31,Atlanta Dream,-101,106,Phoenix Mercury,-120,76
127,2009-07-31,New York Liberty,-227,75,Washington Mystics,190,78
128,2009-07-31,Indiana Fever,-222,94,Connecticut Sun,188,85
129,2009-07-30,Sacramento Monarchs,-164,101,Las Vegas Aces,139,93
130,2009-07-30,Chicago Sky,-185,75,Los Angeles Sparks,156,63
131,2009-07-29,Las Vegas Aces,-133,74,Seattle Storm,112,71
132,2009-07-29,Minnesota Lynx,-130,70,Los Angeles Sparks,108,76
133,2009-07-29,Connecticut Sun,-179,80,Phoenix Mercury,149,95
134,2009-07-29,Indiana Fever,-333,85,Washington Mystics,269,81
135,2009-07-26,New York Liberty,110,88,Phoenix Mercury,-135,94
136,2009-07-26,Washington Mystics,-222,87,Sacramento Monarchs,177,73
137,2009-07-24,New York Liberty,-256,73,Sacramento Monarchs,206,88
138,2009-07-24,Washington Mystics,-294,75,Chicago Sky,241,64
139,2009-07-23,Las Vegas Aces,129,84,Indiana Fever,-156,65
140,2009-07-23,Phoenix Mercury,-189,86,Minnesota Lynx,158,99
141,2009-07-23,Seattle Storm,-263,98,Los Angeles Sparks,210,87
142,2009-07-23,Connecticut Sun,-455,83,Sacramento Monarchs,336,75
143,2009-07-22,Chicago Sky,-172,70,New York Liberty,144,77
144,2009-07-22,Dallas Wings,-256,95,Atlanta Dream,195,98
145,2009-07-22,Washington Mystics,0,70,Indiana Fever,0,82
146,2009-07-20,Sacramento Monarchs,-204,65,Dallas Wings,167,69
147,2009-07-20,Seattle Storm,-217,72,Minnesota Lynx,175,69
148,2009-07-19,Chicago Sky,-147,85,Las Vegas Aces,125,75
149,2009-07-19,New York Liberty,-169,89,Atlanta Dream,139,86
150,2009-07-19,Connecticut Sun,0,67,Indiana Fever,0,61
151,2009-07-19,Phoenix Mercury,-208,97,Dallas Wings,169,90
152,2009-07-19,Washington Mystics,-185,68,New York Liberty,154,67
153,2009-07-18,Sacramento Monarchs,-192,56,Seattle Storm,161,69
154,2009-07-18,Las Vegas Aces,-185,64,Connecticut Sun,154,72
155,2009-07-18,Indiana Fever,0,84,Atlanta Dream,0,79
156,2009-07-16,Seattle Storm,-588,63,Dallas Wings,426,66
157,2009-07-15,Phoenix Mercury,-323,100,Sacramento Monarchs,250,81
158,2009-07-15,Indiana Fever,0,84,Chicago Sky,0,74
159,2009-07-15,Minnesota Lynx,-196,77,Atlanta Dream,161,91
160,2009-07-15,Washington Mystics,-189,78,Las Vegas Aces,156,79
161,2009-07-15,Connecticut Sun,-227,82,Los Angeles Sparks,186,71
162,2009-07-13,Seattle Storm,-909,81,Chicago Sky,636,86
163,2009-07-13,Las Vegas Aces,-312,76,Minnesota Lynx,254,83
164,2009-07-12,Sacramento Monarchs,-120,105,Phoenix Mercury,-103,107
165,2009-07-12,New York Liberty,-256,71,Atlanta Dream,204,69
166,2009-07-12,Connecticut Sun,-270,77,Dallas Wings,222,79
167,2009-07-12,Washington Mystics,-179,75,Los Angeles Sparks,152,63
168,2009-07-11,Chicago Sky,0,54,Indiana Fever,0,83
169,2009-07-11,Minnesota Lynx,-149,61,Las Vegas Aces,124,77
170,2009-07-10,Seattle Storm,-400,66,Sacramento Monarchs,309,55
171,2009-07-10,New York Liberty,-189,60,Los Angeles Sparks,156,69
172,2009-07-09,Phoenix Mercury,-769,90,Chicago Sky,515,70
173,2009-07-08,Sacramento Monarchs,-312,83,Chicago Sky,241,73
174,2009-07-08,Minnesota Lynx,-233,96,Washington Mystics,184,94
175,2009-07-08,Atlanta Dream,110,72,Connecticut Sun,-141,67
176,2009-07-07,Seattle Storm,-303,66,Las Vegas Aces,244,53
177,2009-07-06,Los Angeles Sparks,-294,89,Phoenix Mercury,216,104
178,2009-07-05,Dallas Wings,-159,92,Connecticut Sun,133,95
179,2009-07-05,Indiana Fever,-526,78,Atlanta Dream,363,74
180,2009-07-04,Las Vegas Aces,-263,85,Chicago Sky,213,72
181,2009-07-04,Atlanta Dream,-175,72,Washington Mystics,150,65
182,2009-07-03,Minnesota Lynx,-263,68,Sacramento Monarchs,216,74
183,2009-07-03,New York Liberty,-172,80,Dallas Wings,144,64
184,2009-07-03,Indiana Fever,0,67,Connecticut Sun,0,53
185,2009-07-02,Phoenix Mercury,-145,93,Seattle Storm,122,81
186,2009-07-01,Chicago Sky,-238,74,Sacramento Monarchs,193,72
187,2009-07-01,Las Vegas Aces,-357,82,Washington Mystics,289,84
188,2009-07-01,Atlanta Dream,-303,85,Minnesota Lynx,227,91
189,2009-06-29,Los Angeles Sparks,110,82,Seattle Storm,-133,55
190,2009-06-28,Dallas Wings,-278,86,Sacramento Monarchs,229,72
191,2009-06-28,Chicago Sky,-294,68,Washington Mystics,229,63
192,2009-06-28,Minnesota Lynx,118,109,Phoenix Mercury,-141,80
193,2009-06-28,Connecticut Sun,-400,82,Atlanta Dream,321,68
194,2009-06-28,Indiana Fever,0,63,New York Liberty,0,54
195,2009-06-27,Seattle Storm,-714,69,Los Angeles Sparks,463,67
196,2009-06-27,Las Vegas Aces,-270,62,Sacramento Monarchs,211,52
197,2009-06-27,Atlanta Dream,-125,96,Dallas Wings,104,86
198,2009-06-27,New York Liberty,0,81,Indiana Fever,0,82
199,2009-06-26,Washington Mystics,-143,87,Phoenix Mercury,118,93
200,2009-06-24,Minnesota Lynx,-104,69,New York Liberty,-118,57
201,2009-06-24,Las Vegas Aces,-147,91,Phoenix Mercury,122,87
202,2009-06-23,Atlanta Dream,-222,98,Chicago Sky,185,99
203,2009-06-22,Los Angeles Sparks,-196,67,Sacramento Monarchs,163,47
204,2009-06-22,Phoenix Mercury,-122,84,Seattle Storm,-101,93
205,2009-06-21,Indiana Fever,-256,82,Dallas Wings,202,70
206,2009-06-21,Atlanta Dream,-179,81,New York Liberty,149,93
207,2009-06-21,Connecticut Sun,-667,71,Las Vegas Aces,467,58
208,2009-06-21,Washington Mystics,-263,81,Chicago Sky,213,72
209,2009-06-20,Phoenix Mercury,-175,89,Los Angeles Sparks,146,80
210,2009-06-20,Seattle Storm,-667,90,Minnesota Lynx,454,62
211,2009-06-20,Atlanta Dream,-169,93,Washington Mystics,144,81
212,2009-06-20,Dallas Wings,-189,54,Indiana Fever,152,66
213,2009-06-20,New York Liberty,-345,77,Las Vegas Aces,274,61
214,2009-06-20,Connecticut Sun,-200,91,Chicago Sky,166,61
215,2009-06-18,Phoenix Mercury,-192,104,Minnesota Lynx,159,80
216,2009-06-17,Sacramento Monarchs,-102,83,Minnesota Lynx,-116,86
217,2009-06-17,Chicago Sky,-217,78,Connecticut Sun,177,75
218,2009-06-14,Chicago Sky,-101,64,Seattle Storm,-120,57
219,2009-06-14,Connecticut Sun,-370,62,Atlanta Dream,284,67
220,2009-06-14,Phoenix Mercury,-333,115,Sacramento Monarchs,260,104
221,2009-06-14,Las Vegas Aces,-286,63,New York Liberty,227,60
222,2009-06-13,Sacramento Monarchs,-111,90,Phoenix Mercury,-110,71
223,2009-06-13,Chicago Sky,-208,81,Atlanta Dream,170,73
224,2009-06-13,Minnesota Lynx,-208,71,Seattle Storm,172,88
225,2009-06-11,Phoenix Mercury,-312,91,New York Liberty,241,84
226,2009-06-11,Minnesota Lynx,-139,87,Los Angeles Sparks,114,76
227,2009-06-11,Dallas Wings,-286,69,Washington Mystics,231,75
228,2009-06-10,Indiana Fever,-154,73,Seattle Storm,119,66
229,2009-06-09,Dallas Wings,173,81,Los Angeles Sparks,-222,52
230,2009-06-08,Seattle Storm,-357,80,Sacramento Monarchs,268,70
231,2009-06-07,New York Liberty,-204,57,Connecticut Sun,163,66
232,2009-06-07,Washington Mystics,-263,77,Atlanta Dream,210,71
233,2009-06-07,Phoenix Mercury,-172,90,Las Vegas Aces,139,79
234,2009-06-07,Minnesota Lynx,-167,102,Chicago Sky,131,85
235,2009-06-07,Atlanta Dream,163,87,Indiana Fever,-208,86
236,2009-06-06,Connecticut Sun,-400,70,Washington Mystics,278,82
237,2009-06-06,Sacramento Monarchs,-132,61,Seattle Storm,104,71
238,2009-06-06,Los Angeles Sparks,-233,78,Dallas Wings,181,58
239,2010-09-17,Atlanta Dream,-179,84,Seattle Storm,146,87
240,2010-09-15,Seattle Storm,-370,87,Atlanta Dream,280,84
241,2010-09-12,Seattle Storm,-400,79,Atlanta Dream,304,77
242,2010-09-08,Atlanta Dream,-175,105,New York Liberty,145,93
243,2010-09-06,New York Liberty,-217,75,Atlanta Dream,175,81
244,2010-09-05,Phoenix Mercury,-123,88,Seattle Storm,-101,91
245,2010-09-03,Seattle Storm,-345,82,Phoenix Mercury,261,74
246,2010-09-02,New York Liberty,-189,77,Indiana Fever,154,74
247,2010-08-30,Indiana Fever,-200,75,New York Liberty,163,67
248,2010-08-28,Los Angeles Sparks,238,66,Seattle Storm,-303,81
249,2010-08-28,Las Vegas Aces,167,73,Phoenix Mercury,-196,92
250,2010-08-28,Atlanta Dream,-127,101,Washington Mystics,106,77
251,2010-08-27,Phoenix Mercury,-435,106,Las Vegas Aces,330,93
252,2010-08-27,New York Liberty,-164,85,Indiana Fever,134,73
253,2010-08-26,Seattle Storm,-909,79,Los Angeles Sparks,577,66
254,2010-08-26,Washington Mystics,-238,90,Atlanta Dream,190,95
255,2010-08-22,Indiana Fever,-500,79,Minnesota Lynx,375,83
256,2010-08-22,New York Liberty,-345,88,Connecticut Sun,266,87
257,2010-08-22,Atlanta Dream,152,81,Washington Mystics,-189,90
258,2010-08-22,Las Vegas Aces,-256,83,Phoenix Mercury,206,82
259,2010-08-22,Seattle Storm,-417,76,Los Angeles Sparks,311,75
260,2010-08-22,Dallas Wings,174,84,Chicago Sky,-217,71
261,2010-08-21,Los Angeles Sparks,-189,98,Minnesota Lynx,152,91
262,2010-08-21,Phoenix Mercury,-164,73,Seattle Storm,133,78
263,2010-08-21,Chicago Sky,-161,71,Connecticut Sun,131,78
264,2010-08-21,Las Vegas Aces,177,75,Indiana Fever,-222,61
265,2010-08-21,Washington Mystics,-192,75,New York Liberty,156,74
266,2010-08-20,New York Liberty,-3333,95,Dallas Wings,1119,85
267,2010-08-18,Los Angeles Sparks,-147,84,Phoenix Mercury,120,90
268,2010-08-18,Seattle Storm,-333,68,Minnesota Lynx,259,64
269,2010-08-18,Las Vegas Aces,-130,66,Washington Mystics,104,76
270,2010-08-18,Connecticut Sun,-909,90,Dallas Wings,579,62
271,2010-08-18,New York Liberty,-152,78,Indiana Fever,122,57
272,2010-08-18,Atlanta Dream,-435,79,Chicago Sky,326,84
273,2010-08-16,Minnesota Lynx,-208,84,Las Vegas Aces,166,78
274,2010-08-15,Connecticut Sun,-106,66,Indiana Fever,-118,79
275,2010-08-15,Washington Mystics,-435,80,Seattle Storm,322,71
276,2010-08-15,Chicago Sky,-111,74,Atlanta Dream,-111,98
277,2010-08-15,Dallas Wings,234,87,Los Angeles Sparks,-303,92
278,2010-08-15,New York Liberty,-222,107,Phoenix Mercury,177,69
279,2010-08-14,Las Vegas Aces,-833,94,Dallas Wings,539,74
280,2010-08-14,Connecticut Sun,-185,88,Seattle Storm,150,68
281,2010-08-14,Atlanta Dream,-263,83,New York Liberty,211,90
282,2010-08-14,Indiana Fever,-250,110,Phoenix Mercury,197,90
283,2010-08-14,Washington Mystics,-455,61,Minnesota Lynx,341,58
284,2010-08-13,Minnesota Lynx,-303,77,Los Angeles Sparks,239,78
285,2010-08-11,Los Angeles Sparks,204,76,Indiana Fever,-256,82
286,2010-08-11,Chicago Sky,-147,91,Phoenix Mercury,118,82
287,2010-08-11,Las Vegas Aces,-217,66,Minnesota Lynx,175,73
288,2010-08-11,Washington Mystics,-200,84,Connecticut Sun,163,74
289,2010-08-11,Atlanta Dream,-217,70,Seattle Storm,175,80
290,2010-08-09,Los Angeles Sparks,-175,83,Las Vegas Aces,144,92
291,2010-08-09,Minnesota Lynx,138,72,New York Liberty,-169,74
292,2010-08-08,Phoenix Mercury,-179,82,Indiana Fever,145,104
293,2010-08-08,Connecticut Sun,-233,76,Washington Mystics,187,67
294,2010-08-08,Seattle Storm,-2000,111,Dallas Wings,919,65
295,2010-08-07,Chicago Sky,-312,82,Minnesota Lynx,244,87
296,2010-08-07,Los Angeles Sparks,-417,77,Dallas Wings,312,70
297,2010-08-07,Phoenix Mercury,-625,103,Las Vegas Aces,430,87
298,2010-08-07,New York Liberty,-200,85,Washington Mystics,162,77
299,2010-08-07,Indiana Fever,-270,95,Atlanta Dream,213,93
300,2010-08-06,Seattle Storm,-588,83,Connecticut Sun,418,82
301,2010-08-05,Los Angeles Sparks,125,82,Chicago Sky,-156,77
302,2010-08-04,Dallas Wings,777,84,Seattle Storm,-1429,75
303,2010-08-04,Las Vegas Aces,133,92,Phoenix Mercury,-164,103
304,2010-08-04,Minnesota Lynx,-114,111,Connecticut Sun,-111,103
305,2010-08-04,Atlanta Dream,-278,78,Washington Mystics,218,86
306,2010-08-04,Indiana Fever,-370,72,New York Liberty,280,82
307,2010-08-02,Minnesota Lynx,210,72,Seattle Storm,-263,71
308,2010-08-01,Phoenix Mercury,-294,97,Chicago Sky,231,96
309,2010-08-01,New York Liberty,-169,71,Connecticut Sun,137,67
310,2010-08-01,Washington Mystics,-1429,87,Dallas Wings,772,62
311,2010-08-01,Atlanta Dream,-141,90,Indiana Fever,114,74
312,2010-07-31,Seattle Storm,-385,80,Chicago Sky,295,60
313,2010-07-31,Dallas Wings,188,85,Las Vegas Aces,-233,101
314,2010-07-31,Connecticut Sun,-189,62,Atlanta Dream,152,94
315,2010-07-31,New York Liberty,-333,88,Los Angeles Sparks,262,79
316,2010-07-31,Indiana Fever,-357,73,Washington Mystics,275,77
317,2010-07-30,Phoenix Mercury,-400,110,Minnesota Lynx,307,92
318,2010-07-30,Washington Mystics,-333,75,Las Vegas Aces,259,79
319,2010-07-28,Seattle Storm,-370,91,Phoenix Mercury,280,85
320,2010-07-28,Minnesota Lynx,-312,58,Los Angeles Sparks,244,71
321,2010-07-28,Connecticut Sun,-182,88,Washington Mystics,149,78
322,2010-07-28,New York Liberty,-312,77,Las Vegas Aces,243,72
323,2010-07-28,Indiana Fever,-385,78,Chicago Sky,290,74
324,2010-07-27,Dallas Wings,311,89,Atlanta Dream,-417,105
325,2010-07-26,Seattle Storm,-3333,75,Dallas Wings,1075,59
326,2010-07-25,Atlanta Dream,-244,82,New York Liberty,193,75
327,2010-07-25,Las Vegas Aces,-156,72,Chicago Sky,125,75
328,2010-07-25,Minnesota Lynx,116,124,Phoenix Mercury,-143,127
329,2010-07-25,Connecticut Sun,-526,80,Los Angeles Sparks,380,89
330,2010-07-25,Washington Mystics,-101,73,Indiana Fever,-123,78
331,2010-07-24,Chicago Sky,-213,71,New York Liberty,173,79
332,2010-07-23,Dallas Wings,259,91,Phoenix Mercury,-333,123
333,2010-07-23,Minnesota Lynx,-270,72,Las Vegas Aces,213,74
334,2010-07-23,Indiana Fever,-833,76,Los Angeles Sparks,547,57
335,2010-07-21,Washington Mystics,-179,82,Atlanta Dream,146,72
336,2010-07-21,Connecticut Sun,-286,74,New York Liberty,225,82
337,2010-07-20,Los Angeles Sparks,-303,86,Dallas Wings,240,83
338,2010-07-20,Las Vegas Aces,216,74,Seattle Storm,-278,80
339,2010-07-18,New York Liberty,116,81,Indiana Fever,-143,84
340,2010-07-18,Washington Mystics,-278,59,Chicago Sky,220,61
341,2010-07-18,Las Vegas Aces,-312,83,Los Angeles Sparks,246,73
342,2010-07-18,Phoenix Mercury,-2000,97,Dallas Wings,919,88
343,2010-07-18,Connecticut Sun,-256,96,Atlanta Dream,212,80
344,2010-07-17,Minnesota Lynx,184,71,Seattle Storm,-222,73
345,2010-07-17,Chicago Sky,-500,80,Los Angeles Sparks,366,68
346,2010-07-17,Las Vegas Aces,-588,70,Dallas Wings,417,75
347,2010-07-17,Indiana Fever,-286,89,Atlanta Dream,223,70
348,2010-07-15,New York Liberty,-125,75,Washington Mystics,102,67
349,2010-07-14,Phoenix Mercury,118,107,Seattle Storm,-145,111
350,2010-07-14,Indiana Fever,-370,68,Connecticut Sun,283,77
351,2010-07-14,Minnesota Lynx,116,83,Atlanta Dream,-143,81
352,2010-07-14,Chicago Sky,-312,88,Las Vegas Aces,248,61
353,2010-07-14,Dallas Wings,-132,71,Los Angeles Sparks,106,87
354,2010-07-11,New York Liberty,-175,57,Chicago Sky,144,54
355,2010-07-09,Minnesota Lynx,-147,89,Las Vegas Aces,120,66
356,2010-07-09,Indiana Fever,-2500,100,Dallas Wings,906,72
357,2010-07-08,Atlanta Dream,-370,108,Connecticut Sun,284,103
358,2010-07-07,Los Angeles Sparks,165,89,Phoenix Mercury,-204,98
359,2010-07-07,Chicago Sky,118,51,Indiana Fever,-145,58
360,2010-07-07,Las Vegas Aces,-152,79,Connecticut Sun,122,66
361,2010-07-06,Seattle Storm,-417,78,New York Liberty,315,70
362,2010-07-04,Phoenix Mercury,-196,97,New York Liberty,154,82
363,2010-07-04,Dallas Wings,233,54,Washington Mystics,-312,69
364,2010-07-04,Atlanta Dream,-323,82,Chicago Sky,244,88
365,2010-07-03,Los Angeles Sparks,330,62,Seattle Storm,-455,75
366,2010-07-02,Los Angeles Sparks,149,73,Las Vegas Aces,-182,63
367,2010-07-02,Phoenix Mercury,-179,104,Washington Mystics,146,107
368,2010-07-02,Chicago Sky,-127,92,Connecticut Sun,100,80
369,2010-07-02,Atlanta Dream,-500,76,Minnesota Lynx,366,58
370,2010-06-30,Los Angeles Sparks,125,68,New York Liberty,-154,80
371,2010-06-30,Seattle Storm,-400,86,Las Vegas Aces,308,72
372,2010-06-30,Dallas Wings,220,89,Connecticut Sun,-286,101
373,2010-06-30,Atlanta Dream,-323,94,Phoenix Mercury,248,88
374,2010-06-30,Washington Mystics,-141,68,Indiana Fever,114,65
375,2010-06-27,Chicago Sky,123,64,Indiana Fever,-152,70
376,2010-06-27,Dallas Wings,371,72,Seattle Storm,-500,83
377,2010-06-27,New York Liberty,-119,77,Connecticut Sun,-104,68
378,2010-06-27,Washington Mystics,-149,95,Phoenix Mercury,121,85
379,2010-06-27,Atlanta Dream,-833,89,Los Angeles Sparks,525,81
380,2010-06-27,Las Vegas Aces,-286,80,Minnesota Lynx,225,66
381,2010-06-26,Seattle Storm,-263,85,Indiana Fever,208,81
382,2010-06-26,Chicago Sky,-200,79,Washington Mystics,163,72
383,2010-06-26,Dallas Wings,140,78,New York Liberty,-175,92
384,2010-06-26,Connecticut Sun,-222,82,Phoenix Mercury,179,79
385,2010-06-25,Washington Mystics,-455,68,Los Angeles Sparks,345,53
386,2010-06-23,Atlanta Dream,-1000,96,Dallas Wings,608,90
387,2010-06-23,Connecticut Sun,-385,77,Chicago Sky,295,86
388,2010-06-23,New York Liberty,-263,68,Minnesota Lynx,206,75
