,date,team1,team1_odds,team1_score,team2,team2_odds,team2_score
1543,2015-06-20,Las Vegas Aces,286,59,Minnesota Lynx,-370,74
1544,2015-06-20,Atlanta Dream,140,74,Chicago Sky,-167,73
1545,2015-06-20,New York Liberty,-167,63,Indiana Fever,140,80
1546,2015-06-20,Washington Mystics,-167,82,Dallas Wings,138,86
1547,2015-06-17,Los Angeles Sparks,536,52,Minnesota Lynx,-769,67
1548,2015-06-17,Seattle Storm,-145,58,Connecticut Sun,121,79
1549,2015-06-16,Dallas Wings,-270,88,Las Vegas Aces,220,61
1550,2015-06-16,Atlanta Dream,-204,79,Indiana Fever,168,90
1551,2015-06-14,New York Liberty,-196,59,Washington Mystics,165,74
1552,2015-06-14,Los Angeles Sparks,-133,54,Seattle Storm,112,60
1553,2015-06-14,Las Vegas Aces,-172,62,Dallas Wings,148,73
1554,2015-06-14,Connecticut Sun,112,82,Atlanta Dream,-132,64
1555,2015-06-14,Phoenix Mercury,300,81,Minnesota Lynx,-385,66
1556,2015-06-14,Indiana Fever,133,72,Chicago Sky,-156,98
1557,2015-06-13,Indiana Fever,-172,77,Phoenix Mercury,146,74
1558,2015-06-13,Washington Mystics,-263,61,Atlanta Dream,215,64
1559,2015-06-12,Minnesota Lynx,-1111,94,Seattle Storm,706,70
1560,2015-06-12,Atlanta Dream,-286,72,Las Vegas Aces,231,69
1561,2015-06-12,Connecticut Sun,181,67,Chicago Sky,-222,65
1562,2015-06-12,New York Liberty,102,68,Phoenix Mercury,-122,57
1563,2015-06-10,Dallas Wings,-278,68,Seattle Storm,227,45
1564,2015-06-10,New York Liberty,-164,86,Indiana Fever,140,79
1565,2015-06-07,Atlanta Dream,-714,70,Connecticut Sun,509,75
1566,2015-06-07,Seattle Storm,-172,86,Los Angeles Sparks,146,61
1567,2015-06-07,Dallas Wings,-128,101,Chicago Sky,108,93
1568,2015-06-07,Indiana Fever,296,69,Minnesota Lynx,-370,78
1569,2015-06-07,Washington Mystics,-333,67,New York Liberty,265,62
1570,2015-06-06,Phoenix Mercury,-222,76,Las Vegas Aces,184,71
1571,2015-06-06,Chicago Sky,-323,95,Indiana Fever,257,72
1572,2015-06-06,Minnesota Lynx,-625,83,Dallas Wings,463,75
1573,2015-06-06,New York Liberty,241,82,Atlanta Dream,-294,73
1574,2015-06-06,Connecticut Sun,242,68,Washington Mystics,-303,73
1575,2016-10-21,Minnesota Lynx,-244,76,Los Angeles Sparks,199,77
1576,2016-10-17,Los Angeles Sparks,-115,79,Minnesota Lynx,-104,85
1577,2016-10-15,Los Angeles Sparks,-120,92,Minnesota Lynx,100,75
1578,2016-10-12,Minnesota Lynx,-323,79,Los Angeles Sparks,252,60
1579,2016-10-09,Minnesota Lynx,-303,76,Los Angeles Sparks,240,78
1580,2016-10-05,Chicago Sky,270,75,Los Angeles Sparks,-345,95
1581,2016-10-02,Phoenix Mercury,116,67,Minnesota Lynx,-139,82
1582,2016-10-02,Chicago Sky,287,70,Los Angeles Sparks,-370,66
1583,2016-10-01,Los Angeles Sparks,-833,99,Chicago Sky,552,84
1584,2016-10-01,Minnesota Lynx,-323,96,Phoenix Mercury,249,86
1585,2016-09-29,Los Angeles Sparks,-667,95,Chicago Sky,463,75
1586,2016-09-29,Minnesota Lynx,-278,113,Phoenix Mercury,223,95
1587,2016-09-25,Chicago Sky,-123,108,Atlanta Dream,102,98
1588,2016-09-25,New York Liberty,123,94,Phoenix Mercury,-149,101
1589,2016-09-22,Atlanta Dream,166,94,Seattle Storm,-204,85
1590,2016-09-21,Indiana Fever,164,78,Phoenix Mercury,-200,89
1591,2016-09-19,Seattle Storm,-256,88,Chicago Sky,206,75
1592,2016-09-18,Las Vegas Aces,268,65,Phoenix Mercury,-345,81
1593,2016-09-18,Indiana Fever,-417,83,Dallas Wings,313,60
1594,2016-09-18,Washington Mystics,-137,78,Connecticut Sun,114,87
1595,2016-09-18,Minnesota Lynx,-333,95,Atlanta Dream,261,87
1596,2016-09-17,Los Angeles Sparks,-833,71,Las Vegas Aces,546,65
1597,2016-09-17,Chicago Sky,-192,92,New York Liberty,158,68
1598,2016-09-17,Connecticut Sun,-204,107,Dallas Wings,167,74
1599,2016-09-17,Indiana Fever,106,75,Minnesota Lynx,-127,82
1600,2016-09-16,Phoenix Mercury,-294,86,Seattle Storm,231,62
1601,2016-09-16,Atlanta Dream,-161,94,Washington Mystics,134,91
1602,2016-09-14,Los Angeles Sparks,-147,90,Phoenix Mercury,124,85
1603,2016-09-14,Chicago Sky,193,98,Minnesota Lynx,-233,97
1604,2016-09-14,Atlanta Dream,-455,67,Las Vegas Aces,343,71
1605,2016-09-14,Connecticut Sun,-111,89,Indiana Fever,-108,87
1606,2016-09-14,New York Liberty,-200,62,Washington Mystics,167,75
1607,2016-09-12,Seattle Storm,112,78,Los Angeles Sparks,-133,60
1608,2016-09-11,Phoenix Mercury,-323,86,Atlanta Dream,254,75
1609,2016-09-11,Dallas Wings,122,84,New York Liberty,-147,81
1610,2016-09-11,Las Vegas Aces,670,76,Minnesota Lynx,-1111,81
1611,2016-09-11,Washington Mystics,-112,73,Indiana Fever,-108,80
1612,2016-09-11,Connecticut Sun,-154,86,Chicago Sky,125,96
1613,2016-09-10,Las Vegas Aces,148,84,Dallas Wings,-179,92
1614,2016-09-10,New York Liberty,-238,89,Connecticut Sun,195,82
1615,2016-09-10,Indiana Fever,-303,95,Chicago Sky,246,88
1616,2016-09-10,Washington Mystics,-154,76,Seattle Storm,127,81
1617,2016-09-09,Los Angeles Sparks,-500,81,Atlanta Dream,367,86
1618,2016-09-08,New York Liberty,-294,78,Seattle Storm,235,102
1619,2016-09-08,Washington Mystics,140,118,Chicago Sky,-167,81
1620,2016-09-07,Los Angeles Sparks,-123,74,Minnesota Lynx,102,77
1621,2016-09-07,Las Vegas Aces,295,69,Indiana Fever,-385,71
1622,2016-09-07,Atlanta Dream,143,91,Phoenix Mercury,-169,87
1623,2016-09-05,Los Angeles Sparks,-476,88,Indiana Fever,351,81
1624,2016-09-05,Minnesota Lynx,-588,93,Connecticut Sun,422,79
1625,2016-09-04,Atlanta Dream,-185,82,Seattle Storm,154,91
1626,2016-09-04,Chicago Sky,-769,97,Las Vegas Aces,532,73
1627,2016-09-04,Dallas Wings,-164,83,Washington Mystics,139,88
1628,2016-09-03,New York Liberty,-149,92,Phoenix Mercury,125,70
1629,2016-09-03,Chicago Sky,-333,92,Seattle Storm,260,88
1630,2016-09-03,Dallas Wings,221,79,Los Angeles Sparks,-270,87
1631,2016-09-03,Minnesota Lynx,-769,75,Washington Mystics,536,69
1632,2016-09-03,Connecticut Sun,171,87,Phoenix Mercury,-213,74
1633,2016-09-02,Las Vegas Aces,818,61,Los Angeles Sparks,-1429,70
1634,2016-09-02,Indiana Fever,127,98,New York Liberty,-154,77
1635,2016-09-01,Seattle Storm,-222,78,Dallas Wings,177,66
1636,2016-08-31,Connecticut Sun,-333,89,Las Vegas Aces,262,62
1637,2016-08-31,Indiana Fever,116,65,Phoenix Mercury,-139,79
1638,2016-08-29,Phoenix Mercury,152,70,Los Angeles Sparks,-182,66
1639,2016-08-29,Minnesota Lynx,-714,92,Seattle Storm,511,80
1640,2016-08-29,Washington Mystics,-500,74,Las Vegas Aces,376,85
1641,2016-08-28,Dallas Wings,-119,85,Chicago Sky,-101,92
1642,2016-08-28,Atlanta Dream,-185,87,Connecticut Sun,152,73
1643,2016-08-28,Indiana Fever,-270,69,Washington Mystics,220,92
1644,2016-08-27,Phoenix Mercury,-263,98,Dallas Wings,216,72
1645,2016-08-27,Seattle Storm,355,79,Los Angeles Sparks,-476,72
1646,2016-08-27,Chicago Sky,-222,90,Atlanta Dream,181,82
1647,2016-08-27,Las Vegas Aces,388,77,New York Liberty,-526,84
1648,2016-08-27,Connecticut Sun,305,84,Minnesota Lynx,-400,80
1649,2016-07-23,Chicago Sky,-312,89,Connecticut Sun,246,94
1650,2016-07-23,Minnesota Lynx,-1111,79,Seattle Storm,669,72
1651,2016-07-23,Atlanta Dream,-141,93,Dallas Wings,116,88
1652,2016-07-23,Washington Mystics,355,75,Los Angeles Sparks,-500,95
1653,2016-07-21,New York Liberty,-164,70,Indiana Fever,136,82
1654,2016-07-20,Seattle Storm,-417,83,Las Vegas Aces,316,69
1655,2016-07-20,Minnesota Lynx,-1111,83,Atlanta Dream,670,65
1656,2016-07-20,Dallas Wings,-250,78,Connecticut Sun,202,89
1657,2016-07-20,Washington Mystics,140,81,New York Liberty,-169,88
1658,2016-07-20,Phoenix Mercury,-208,77,Chicago Sky,169,79
1659,2016-07-20,Indiana Fever,181,92,Los Angeles Sparks,-227,82
1660,2016-07-18,Seattle Storm,106,88,Chicago Sky,-130,91
1661,2016-07-17,Dallas Wings,351,97,Minnesota Lynx,-476,98
1662,2016-07-17,Atlanta Dream,347,91,Los Angeles Sparks,-476,74
1663,2016-07-17,New York Liberty,-400,83,Connecticut Sun,303,76
1664,2016-07-17,Phoenix Mercury,-417,83,Las Vegas Aces,312,64
1665,2016-07-16,Seattle Storm,-103,80,Washington Mystics,-118,51
1666,2016-07-16,Chicago Sky,-270,84,Dallas Wings,219,77
1667,2016-07-16,Minnesota Lynx,-500,88,New York Liberty,357,70
1668,2016-07-16,Connecticut Sun,368,92,Los Angeles Sparks,-500,98
1669,2016-07-16,Indiana Fever,-196,78,Atlanta Dream,161,72
1670,2016-07-13,Phoenix Mercury,-233,78,Washington Mystics,183,74
1671,2016-07-13,Chicago Sky,220,67,Los Angeles Sparks,-278,77
1672,2016-07-13,Indiana Fever,-417,64,Connecticut Sun,312,86
1673,2016-07-13,New York Liberty,-250,86,Atlanta Dream,199,62
1674,2016-07-12,Las Vegas Aces,662,57,Minnesota Lynx,-1111,81
1675,2016-07-11,Los Angeles Sparks,-714,93,Washington Mystics,505,82
1676,2016-07-11,Seattle Storm,131,82,Indiana Fever,-159,93
1677,2016-07-10,Chicago Sky,-357,100,Phoenix Mercury,275,95
1678,2016-07-10,New York Liberty,-909,75,Las Vegas Aces,600,65
1679,2016-07-10,Connecticut Sun,136,63,Atlanta Dream,-164,67
1680,2016-07-10,Minnesota Lynx,-1000,93,Dallas Wings,636,56
1681,2016-07-09,Phoenix Mercury,-294,60,Indiana Fever,231,78
1682,2016-07-09,Las Vegas Aces,152,68,Seattle Storm,-185,78
1683,2016-07-09,Chicago Sky,-128,85,New York Liberty,104,88
1684,2016-07-09,Atlanta Dream,-147,95,Dallas Wings,121,90
1685,2016-07-08,Connecticut Sun,515,93,Minnesota Lynx,-769,89
1686,2016-07-07,Los Angeles Sparks,-714,94,Indiana Fever,497,88
1687,2016-07-07,Las Vegas Aces,249,77,Washington Mystics,-323,70
1688,2016-07-07,New York Liberty,-588,78,Seattle Storm,411,74
1689,2016-07-06,Dallas Wings,-120,77,Phoenix Mercury,-101,74
1690,2016-07-06,Minnesota Lynx,-714,87,Chicago Sky,488,82
1691,2016-07-06,Atlanta Dream,-263,77,Seattle Storm,206,64
1692,2016-07-03,Atlanta Dream,108,87,Phoenix Mercury,-132,95
1693,2016-07-03,Los Angeles Sparks,-345,77,New York Liberty,267,67
1694,2016-07-03,Dallas Wings,-526,83,Connecticut Sun,384,86
1695,2016-07-03,Minnesota Lynx,-2500,91,Las Vegas Aces,1083,68
1696,2016-07-02,Phoenix Mercury,-169,88,New York Liberty,140,99
1697,2016-07-02,Chicago Sky,-196,86,Washington Mystics,160,84
1698,2016-07-02,Indiana Fever,-500,85,Las Vegas Aces,365,87
1699,2016-07-01,Seattle Storm,-114,78,Dallas Wings,-108,83
1700,2016-06-30,Los Angeles Sparks,-833,84,Atlanta Dream,554,75
1701,2016-06-30,Phoenix Mercury,-1000,86,Connecticut Sun,627,75
1702,2016-06-30,Minnesota Lynx,-1111,92,New York Liberty,688,95
1703,2016-06-29,Chicago Sky,-278,83,Indiana Fever,221,95
1704,2016-06-29,Washington Mystics,-556,84,Las Vegas Aces,395,67
1705,2016-06-29,Los Angeles Sparks,-625,89,Dallas Wings,441,84
1706,2016-06-29,Seattle Storm,-244,84,Atlanta Dream,194,81
1707,2016-06-26,Los Angeles Sparks,-2500,80,Connecticut Sun,1116,73
1708,2016-06-26,Washington Mystics,315,87,Minnesota Lynx,-417,63
1709,2016-06-26,New York Liberty,-145,97,Phoenix Mercury,120,104
1710,2016-06-26,Dallas Wings,-263,87,Indiana Fever,211,92
1711,2016-06-26,Las Vegas Aces,169,73,Atlanta Dream,-208,69
1712,2016-06-25,Seattle Storm,-345,98,Connecticut Sun,263,81
1713,2016-06-25,Minnesota Lynx,-244,76,Los Angeles Sparks,197,94
1714,2016-06-25,New York Liberty,-208,80,Chicago Sky,170,79
1715,2016-06-25,Washington Mystics,-139,79,Phoenix Mercury,116,91
1716,2016-06-24,Dallas Wings,-625,97,Las Vegas Aces,438,90
1717,2016-06-23,Washington Mystics,-200,76,Indiana Fever,164,62
1718,2016-06-22,Atlanta Dream,125,79,New York Liberty,-152,90
1719,2016-06-22,Chicago Sky,-1000,81,Las Vegas Aces,649,75
1720,2016-06-22,Dallas Wings,127,100,Phoenix Mercury,-154,90
1721,2016-06-21,Los Angeles Sparks,-159,69,Minnesota Lynx,133,72
1722,2016-06-20,Seattle Storm,455,84,Minnesota Lynx,-667,96
1723,2016-06-19,Indiana Fever,127,75,New York Liberty,-154,78
1724,2016-06-19,Connecticut Sun,-227,93,Las Vegas Aces,186,90
1725,2016-06-19,Phoenix Mercury,-370,111,Dallas Wings,288,117
1726,2016-06-19,Washington Mystics,-196,95,Atlanta Dream,159,65
1727,2016-06-18,Los Angeles Sparks,-588,77,Phoenix Mercury,429,71
1728,2016-06-18,Las Vegas Aces,181,75,Indiana Fever,-227,84
1729,2016-06-18,Atlanta Dream,162,101,Chicago Sky,-200,97
1730,2016-06-17,Dallas Wings,-244,88,Seattle Storm,197,79
1731,2016-06-17,Connecticut Sun,289,72,New York Liberty,-385,80
1732,2016-06-15,Los Angeles Sparks,-417,98,Chicago Sky,313,85
1733,2016-06-15,Las Vegas Aces,154,77,Seattle Storm,-189,70
1734,2016-06-15,Minnesota Lynx,-1111,87,Indiana Fever,692,63
1735,2016-06-15,Connecticut Sun,125,106,Washington Mystics,-152,109
1736,2016-06-15,New York Liberty,-417,91,Dallas Wings,309,88
1737,2016-06-12,Indiana Fever,-294,88,Seattle Storm,231,90
1738,2016-06-12,Phoenix Mercury,-147,86,Chicago Sky,123,80
1739,2016-06-12,Atlanta Dream,-417,93,Connecticut Sun,309,87
1740,2016-06-12,Dallas Wings,361,73,Los Angeles Sparks,-500,97
1741,2016-06-12,Las Vegas Aces,282,75,New York Liberty,-370,90
1742,2016-06-12,Washington Mystics,301,76,Minnesota Lynx,-400,83
1743,2016-06-11,Atlanta Dream,281,78,Minnesota Lynx,-370,110
1744,2016-06-11,Connecticut Sun,125,77,Seattle Storm,-152,76
1745,2016-06-11,Indiana Fever,100,64,Chicago Sky,-122,73
1746,2016-06-10,Phoenix Mercury,-833,90,Las Vegas Aces,557,75
1747,2016-06-09,Dallas Wings,-192,79,Washington Mystics,156,87
1748,2016-06-08,Los Angeles Sparks,-370,100,New York Liberty,279,77
1749,2016-06-08,Minnesota Lynx,-667,89,Phoenix Mercury,453,81
1750,2016-06-06,Seattle Storm,108,78,New York Liberty,-130,86
1751,2016-06-05,Atlanta Dream,-556,79,Washington Mystics,388,86
1752,2016-06-05,Connecticut Sun,206,77,Indiana Fever,-263,88
1753,2016-06-05,Las Vegas Aces,416,61,Los Angeles Sparks,-588,74
1754,2016-06-05,Minnesota Lynx,-909,80,Dallas Wings,606,63
1755,2016-06-04,Seattle Storm,215,95,Phoenix Mercury,-270,81
1756,2016-06-04,Chicago Sky,-625,98,Washington Mystics,448,72
1757,2016-06-04,New York Liberty,-217,91,Indiana Fever,177,59
1758,2016-06-04,Connecticut Sun,265,77,Atlanta Dream,-345,83
1759,2016-06-03,Los Angeles Sparks,-3333,68,Las Vegas Aces,1199,61
1760,2016-06-02,Indiana Fever,-286,85,Seattle Storm,227,75
1761,2016-06-02,Washington Mystics,150,78,Chicago Sky,-182,86
1762,2016-06-01,Phoenix Mercury,-833,99,Connecticut Sun,546,90
1763,2016-06-01,New York Liberty,196,69,Minnesota Lynx,-250,79
1764,2016-05-29,Phoenix Mercury,-400,93,Washington Mystics,303,77
1765,2016-05-29,Dallas Wings,106,87,Chicago Sky,-128,92
1766,2016-05-29,Atlanta Dream,-213,85,Indiana Fever,172,76
1767,2016-05-29,Seattle Storm,-233,93,Connecticut Sun,193,81
1768,2016-05-28,Dallas Wings,-200,93,Atlanta Dream,163,102
1769,2016-05-28,Las Vegas Aces,293,79,Chicago Sky,-385,78
1770,2016-05-28,Minnesota Lynx,-769,74,Indiana Fever,509,71
1771,2016-05-27,Seattle Storm,-233,82,Washington Mystics,188,84
1772,2016-05-27,Connecticut Sun,478,72,Los Angeles Sparks,-714,77
1773,2016-05-26,Phoenix Mercury,152,78,Minnesota Lynx,-185,85
1774,2016-05-25,Chicago Sky,133,80,Los Angeles Sparks,-161,93
1775,2016-05-24,New York Liberty,-357,79,Atlanta Dream,277,85
1776,2016-05-23,Seattle Storm,400,71,Minnesota Lynx,-556,78
1777,2016-05-22,Atlanta Dream,164,87,Chicago Sky,-204,81
1778,2016-05-22,Dallas Wings,-909,82,Las Vegas Aces,595,77
1779,2016-05-22,Connecticut Sun,-270,76,Washington Mystics,214,84
1780,2016-05-21,New York Liberty,-105,72,Los Angeles Sparks,-116,79
1781,2016-05-21,Phoenix Mercury,-769,80,Seattle Storm,521,81
1782,2016-05-21,Indiana Fever,-323,94,Atlanta Dream,250,85
1783,2016-05-21,Washington Mystics,250,67,Los Angeles Sparks,-323,97
1784,2016-05-19,Las Vegas Aces,154,68,Connecticut Sun,-185,72
1785,2016-05-19,Indiana Fever,177,97,Phoenix Mercury,-217,93
1786,2016-05-19,Washington Mystics,-154,77,Dallas Wings,129,87
1787,2016-05-18,Chicago Sky,140,80,Minnesota Lynx,-167,97
1788,2016-05-15,Los Angeles Sparks,-526,96,Seattle Storm,380,66
1789,2016-05-15,New York Liberty,-294,79,Dallas Wings,238,71
1790,2016-05-15,Chicago Sky,-588,93,Connecticut Sun,420,70
1791,2016-05-15,Las Vegas Aces,256,63,Atlanta Dream,-323,73
1792,2016-05-15,Minnesota Lynx,-185,95,Phoenix Mercury,156,76
1793,2016-05-15,Washington Mystics,123,76,New York Liberty,-147,87
1794,2016-05-14,Indiana Fever,-189,79,Dallas Wings,156,90
1795,2017-10-05,Minnesota Lynx,-227,85,Los Angeles Sparks,185,76
1796,2017-10-02,Los Angeles Sparks,-147,69,Minnesota Lynx,122,80
1797,2017-09-30,Los Angeles Sparks,-149,75,Minnesota Lynx,123,64
1798,2017-09-27,Minnesota Lynx,-323,70,Los Angeles Sparks,250,68
1799,2017-09-24,Minnesota Lynx,-244,84,Los Angeles Sparks,199,85
1800,2017-09-17,Phoenix Mercury,163,87,Los Angeles Sparks,-200,89
1801,2017-09-17,Washington Mystics,248,70,Minnesota Lynx,-312,81
1802,2017-09-15,Los Angeles Sparks,-556,86,Phoenix Mercury,405,72
1803,2017-09-15,Minnesota Lynx,-667,93,Washington Mystics,461,83
1804,2017-09-13,Los Angeles Sparks,-435,79,Phoenix Mercury,322,66
1805,2017-09-13,Minnesota Lynx,-625,101,Washington Mystics,442,81
1806,2017-09-10,New York Liberty,-250,68,Washington Mystics,204,82
1807,2017-09-10,Connecticut Sun,-233,83,Phoenix Mercury,188,88
1808,2017-09-07,Phoenix Mercury,-196,79,Seattle Storm,161,69
1809,2017-09-07,Washington Mystics,-294,86,Dallas Wings,238,76
1810,2017-09-03,Chicago Sky,-120,80,Seattle Storm,100,85
1811,2017-09-03,Los Angeles Sparks,-370,81,Connecticut Sun,287,70
1812,2017-09-03,Minnesota Lynx,-667,86,Washington Mystics,474,72
1813,2017-09-03,Phoenix Mercury,-435,84,Atlanta Dream,329,70
1814,2017-09-03,Dallas Wings,145,81,New York Liberty,-172,82
1815,2017-09-03,Indiana Fever,-172,71,Las Vegas Aces,142,75
1816,2017-09-02,Los Angeles Sparks,-1000,81,Atlanta Dream,626,56
1817,2017-09-02,Phoenix Mercury,-112,86,Connecticut Sun,-109,66
1818,2017-09-02,Minnesota Lynx,-833,110,Chicago Sky,568,87
1819,2017-09-02,New York Liberty,-1000,81,Las Vegas Aces,645,69
1820,2017-09-02,Washington Mystics,-133,110,Seattle Storm,110,106
1821,2017-08-31,Chicago Sky,-149,96,Dallas Wings,125,99
1822,2017-08-31,Indiana Fever,902,69,Minnesota Lynx,-1667,80
1823,2017-08-30,Washington Mystics,-125,76,Connecticut Sun,102,86
1824,2017-08-28,Seattle Storm,-213,71,Phoenix Mercury,174,75
1825,2017-08-28,Los Angeles Sparks,-149,78,Minnesota Lynx,124,67
1826,2017-08-27,New York Liberty,-303,92,Chicago Sky,240,62
1827,2017-08-27,Washington Mystics,-208,78,Dallas Wings,169,83
1828,2017-08-26,Atlanta Dream,-556,79,Indiana Fever,405,74
1829,2017-08-26,New York Liberty,-196,74,Washington Mystics,163,66
1830,2017-08-26,Connecticut Sun,-556,83,Chicago Sky,395,96
1831,2017-08-26,Las Vegas Aces,622,70,Minnesota Lynx,-909,89
1832,2017-08-25,Phoenix Mercury,198,67,Los Angeles Sparks,-244,82
1833,2017-08-24,Atlanta Dream,154,89,Seattle Storm,-189,83
1834,2017-08-24,Connecticut Sun,-714,93,Dallas Wings,480,87
1835,2017-08-24,Indiana Fever,319,50,New York Liberty,-417,71
1836,2017-08-23,Los Angeles Sparks,-1111,75,Las Vegas Aces,697,55
1837,2017-08-23,Minnesota Lynx,-370,105,Phoenix Mercury,280,69
1838,2017-08-20,Chicago Sky,-137,66,Seattle Storm,112,103
1839,2017-08-20,Indiana Fever,202,82,Washington Mystics,-250,87
1840,2017-08-20,Connecticut Sun,-217,94,Phoenix Mercury,172,66
1841,2017-08-20,New York Liberty,177,70,Minnesota Lynx,-222,61
1842,2017-08-20,Dallas Wings,-204,90,Atlanta Dream,165,86
1843,2017-08-19,Seattle Storm,-588,79,Las Vegas Aces,412,78
1844,2017-08-19,Chicago Sky,250,106,Los Angeles Sparks,-323,115
1845,2017-08-19,Minnesota Lynx,-2000,111,Indiana Fever,968,52
1846,2017-08-19,Connecticut Sun,-278,70,New York Liberty,222,82
1847,2017-08-19,Washington Mystics,149,79,Phoenix Mercury,-182,89
1848,2017-08-17,Seattle Storm,243,62,Minnesota Lynx,-312,61
1849,2017-08-17,Washington Mystics,198,62,Los Angeles Sparks,-244,95
1850,2017-08-16,Atlanta Dream,158,75,Connecticut Sun,-192,96
1851,2017-08-13,New York Liberty,124,83,Los Angeles Sparks,-149,69
1852,2017-08-13,Phoenix Mercury,-233,89,Seattle Storm,187,98
1853,2017-08-13,Las Vegas Aces,139,84,Atlanta Dream,-167,68
1854,2017-08-13,Washington Mystics,-417,100,Indiana Fever,313,80
1855,2017-08-13,Connecticut Sun,-476,96,Dallas Wings,347,88
1856,2017-08-12,Minnesota Lynx,-250,64,Los Angeles Sparks,202,70
1857,2017-08-12,Atlanta Dream,-145,77,New York Liberty,119,83
1858,2017-08-11,Chicago Sky,-312,94,Las Vegas Aces,252,74
1859,2017-08-11,Dallas Wings,-141,100,Phoenix Mercury,117,101
1860,2017-08-09,Atlanta Dream,247,72,Minnesota Lynx,-323,81
1861,2017-08-09,Connecticut Sun,-270,84,Seattle Storm,211,71
1862,2017-08-09,New York Liberty,-476,81,Indiana Fever,341,76
1863,2017-08-06,Indiana Fever,599,84,Minnesota Lynx,-909,82
1864,2017-08-06,Dallas Wings,231,85,Los Angeles Sparks,-294,79
1865,2017-08-06,Washington Mystics,-167,85,Phoenix Mercury,139,80
1866,2017-08-06,Chicago Sky,108,91,Atlanta Dream,-130,86
1867,2017-08-06,Las Vegas Aces,259,87,Seattle Storm,-345,80
1868,2017-08-05,Los Angeles Sparks,-455,87,New York Liberty,338,74
1869,2017-08-05,Dallas Wings,-108,93,Seattle Storm,-114,80
1870,2017-08-05,Las Vegas Aces,170,76,Washington Mystics,-213,74
1871,2017-08-05,Connecticut Sun,-385,93,Phoenix Mercury,291,92
1872,2017-08-05,Indiana Fever,-128,70,Chicago Sky,104,81
1873,2017-08-04,Minnesota Lynx,-833,69,Atlanta Dream,537,54
1874,2017-08-02,Las Vegas Aces,329,93,New York Liberty,-435,81
1875,2017-07-31,Minnesota Lynx,-833,93,Seattle Storm,544,82
1876,2017-07-30,Chicago Sky,136,82,New York Liberty,-167,86
1877,2017-07-30,Phoenix Mercury,-417,81,Las Vegas Aces,318,64
1878,2017-07-30,Los Angeles Sparks,-833,95,Dallas Wings,555,74
1879,2017-07-30,Atlanta Dream,110,70,Washington Mystics,-133,77
1880,2017-07-30,Connecticut Sun,-1111,89,Indiana Fever,665,73
1881,2017-07-29,Seattle Storm,-270,109,Dallas Wings,217,93
1882,2017-07-29,Chicago Sky,-233,80,Phoenix Mercury,187,86
1883,2017-07-29,Las Vegas Aces,521,73,Los Angeles Sparks,-769,85
1884,2017-07-29,Atlanta Dream,284,80,Minnesota Lynx,-370,90
1885,2017-07-29,Indiana Fever,210,84,New York Liberty,-263,85
1886,2017-07-26,Los Angeles Sparks,-500,68,Seattle Storm,376,60
1887,2017-07-26,Dallas Wings,-312,84,Indiana Fever,245,82
1888,2017-07-26,Minnesota Lynx,-769,76,New York Liberty,536,75
1889,2017-07-26,Atlanta Dream,-256,99,Phoenix Mercury,204,91
1890,2017-07-26,Connecticut Sun,-303,93,Chicago Sky,242,72
1891,2017-07-25,Las Vegas Aces,249,76,Washington Mystics,-312,85
1892,2017-07-21,Las Vegas Aces,187,85,Indiana Fever,-233,61
1893,2017-07-20,Los Angeles Sparks,-833,80,Chicago Sky,546,82
1894,2017-07-19,Phoenix Mercury,-312,77,Indiana Fever,242,84
1895,2017-07-19,Minnesota Lynx,-1111,100,Dallas Wings,691,74
1896,2017-07-19,Washington Mystics,-167,100,Atlanta Dream,137,96
1897,2017-07-19,New York Liberty,122,96,Connecticut Sun,-149,80
1898,2017-07-19,Seattle Storm,-263,83,Chicago Sky,210,94
1899,2017-07-18,Atlanta Dream,-526,88,Las Vegas Aces,378,75
1900,2017-07-18,Los Angeles Sparks,-1111,80,Indiana Fever,697,62
1901,2017-07-17,Minnesota Lynx,-1667,81,Phoenix Mercury,910,66
1902,2017-07-16,Dallas Wings,-227,112,Chicago Sky,185,106
1903,2017-07-16,Connecticut Sun,-1429,89,Las Vegas Aces,836,75
1904,2017-07-16,New York Liberty,-278,85,Washington Mystics,225,55
1905,2017-07-16,Seattle Storm,-303,90,Atlanta Dream,243,84
1906,2017-07-15,Phoenix Mercury,227,71,Minnesota Lynx,-286,88
1907,2017-07-15,New York Liberty,-312,68,Chicago Sky,246,78
1908,2017-07-15,Indiana Fever,237,58,Washington Mystics,-303,72
1909,2017-07-14,Los Angeles Sparks,-294,87,Connecticut Sun,229,77
1910,2017-07-13,Phoenix Mercury,-333,89,Atlanta Dream,254,84
1911,2017-07-12,Seattle Storm,133,79,Connecticut Sun,-161,83
1912,2017-07-12,Chicago Sky,140,90,Dallas Wings,-167,84
1913,2017-07-12,Indiana Fever,-400,72,Las Vegas Aces,305,79
1914,2017-07-09,Phoenix Mercury,-213,81,New York Liberty,173,69
1915,2017-07-09,Atlanta Dream,-154,98,Dallas Wings,129,78
1916,2017-07-09,Seattle Storm,208,81,Los Angeles Sparks,-256,69
1917,2017-07-09,Chicago Sky,821,100,Minnesota Lynx,-1429,76
1918,2017-07-09,Connecticut Sun,-159,96,Washington Mystics,134,92
1919,2017-07-08,Las Vegas Aces,465,77,Phoenix Mercury,-667,92
1920,2017-07-08,Atlanta Dream,104,89,Indiana Fever,-127,68
